system:index,cloud_cover,emiss,landsat_time,pixel_count,surface_temp_coffin,surface_temp_fichter,surface_temp_mean,surface_temp_midge,surface_temp_newbury,surface_temp_stdDev,vapor_time,water_column,.geo
1_1_2_1_LT05_013030_19900424,20.0,0.981,640968787603,24908,4.478743007324586,5.496341210318058,5.619560862002293,6.504328672689067,7.004822010455106,1.5024391744414478,640958400000,0.7899993896484375,
1_1_2_1_LT05_013030_19900526,41.0,0.981,643733584131,22949,8.984095319871773,8.984095319871773,9.784262890109991,2.9337352029311003,6.504273634270355,2.6237693195969727,643723200000,0.929998779296875,
1_1_2_1_LT05_013030_19900627,52.0,0.981,646498383500,24908,18.396990391145298,18.396990391145298,18.90661719091909,19.748561337987947,18.84909483081788,0.6023805602450748,646488000000,2.4899993896484376,
1_1_1_1_LT04_013030_19900705,64.0,0.981,6.4719015119E11,4359,-9999,-9999,17.69776703193061,-9999,-9999,0.5187414267139758,647200800000,1.5100006103515626,
1_1_2_1_LT05_013030_19900713,50.0,0.981,647880780954,3089,-9999,-9999,13.646718833334925,13.784251331923267,-9999,0.8775175113044333,647870400000,0.8600006103515625,
1_1_1_1_LT04_013030_19900721,39.0,0.981,6.48572528899E11,16027,-9999,15.926319482879638,18.03681596621258,19.00835099419231,-9999,1.502512519594784,648583200000,1.8700012207031251,
1_1_2_1_LT05_013030_19900729,13.0,0.981,649263176699,22368,20.6390657154669,19.746579325932373,20.389229901018684,20.193601952562783,19.297966896803963,0.4908449285086399,649252800000,2.1100006103515625,
1_1_2_1_LT05_013030_19900814,68.0,0.981,650645572287,0,-9999,-9999,,-9999,-9999,,650635200000,2.6,
1_1_2_1_LT05_013030_19900830,5.0,0.981,652027964967,24908,18.39408290104412,18.845472586142858,18.679444110677885,19.295241453923826,18.845472586142858,0.3174893570065986,652017600000,1.270001220703125,
1_1_2_1_LT05_013030_19901001,4.0,0.981,654792751260,21163,-9999,12.840218980575216,12.681554770345828,12.840218980575216,12.840218980575216,0.8453708523318192,654782400000,0.25,
1_1_2_1_LT05_013030_19901017,27.0,0.981,656175146788,23399,11.408960229964077,-9999,11.009641019432275,10.445031538279718,10.928004307995547,0.49937420393816834,656164800000,1.529998779296875,
1_1_2_1_LT05_013030_19910310,53.0,0.981,668616851525,27,-9999,-9999,-13.887764591603517,-9999,-9999,0.540552727394996,668606400000,0.41000061035156254,
1_1_2_1_LT05_013030_19910411,54.0,0.981,671381684583,3508,-9999,-9999,2.5618093113561744,-9999,3.4512889172461283,1.0996159362982534,671371200000,0.779998779296875,
1_1_2_1_LT05_013030_19910427,4.0,0.981,672764100357,24908,7.502621255946643,8.492202924042871,8.846494782427703,10.445238827222262,8.983684874987185,1.7711162219407246,672753600000,1.379998779296875,
1_1_2_1_LT05_013030_19910513,0.0,0.981,674146518239,24908,11.409347419275646,12.365143101440681,12.451517627499506,13.31306705591813,12.8400850966389,1.4745374920829388,674136000000,1.2100006103515626,
1_1_2_1_LT05_013030_19910529,19.0,0.981,675528933430,0,-9999,-9999,,-9999,-9999,,675518400000,2.539999389648438,
1_1_2_1_LT05_013030_19910614,23.0,0.981,676911341326,615,-9999,-9999,1.0731278491506904,-9999,-9999,0.6426941915686166,676900800000,1.1100006103515625,
1_1_2_1_LT05_013030_19910716,1.0,0.981,679676172661,24520,-9999,18.84606242172031,18.703566881246726,19.29594561852334,18.394565743656102,0.7142009670475568,679665600000,1.529998779296875,
1_1_2_1_LT05_013030_19910801,35.0,0.981,681058581696,0,-9999,-9999,,-9999,-9999,,681048000000,2.8100006103515627,
1_1_2_1_LT05_013030_19910817,5.0,0.981,682440985974,0,-9999,-9999,,-9999,-9999,,682430400000,3.1300003051757814,
1_1_2_1_LT05_013030_19910902,0.0,0.981,683823399262,24908,17.029881652228184,17.029881652228184,17.177683597015026,17.029881652228184,17.029881652228184,0.4657415161517019,683812800000,1.5399993896484376,
1_1_2_1_LT05_013030_19910918,69.0,0.981,685205810663,20361,8.98367259083858,7.004418610231214,10.714021542843088,14.720491956153749,-9999,2.0600671662003167,685195200000,1.3899993896484375,
1_1_2_1_LT05_013030_19911004,7.0,0.981,686588213419,23801,12.840052470456667,-9999,12.859461429429965,12.840052470456667,12.840052470456667,0.3812572958621125,686577600000,1.25,
1_1_2_1_LT05_013030_19911020,37.0,0.981,687970623156,1192,-9999,-9999,1.1181807136155046,-9999,-9999,1.6676039927950665,687960000000,0.7000000000000001,
1_1_2_1_LT05_013030_19920413,4.0,0.981,703177012752,486,-9999,-9999,0.3158333494572166,-9999,-9999,1.3180839005972884,703166400000,0.1,
1_1_2_1_LT05_013030_19920515,35.0,0.981,705941795155,21999,8.984170261843511,7.998965421425736,8.776674562066843,8.984170261843511,-9999,1.2848720315704765,705931200000,0.779998779296875,
1_1_2_1_LT05_013030_19920616,1.0,0.981,708706573478,24908,16.111341538505418,16.571321859661513,16.60217219492198,16.571321859661513,17.029555497876885,0.6907837568883592,708696000000,1.1200012207031251,
1_1_2_1_LT05_013030_19920819,64.0,0.981,714236122680,16676,-9999,14.252255719654128,14.926956843571597,15.649364382780192,15.185455723833359,0.5419813039506255,714225600000,2.2399993896484376,
1_1_2_1_LT05_013030_19920904,61.0,0.981,715618509192,0,-9999,-9999,,-9999,-9999,,715608000000,1.570001220703125,
1_1_2_1_LT05_013030_19920920,1.0,0.981,717000893518,24908,14.720259443205304,14.25286847277236,14.770178996468603,15.185796955893045,13.783623481824236,0.4273621354324646,716990400000,1.7600006103515626,
1_1_2_1_LT05_013030_19921006,0.0,0.981,718383268885,24881,10.445482474434264,10.445482474434264,10.524734417290246,10.92844982241318,9.960400245841615,0.7040139069114557,718372800000,1.1600006103515625,
1_1_2_1_LT05_013030_19921022,62.0,0.981,719765659927,12476,-9999,-9999,7.597503676704445,-9999,-9999,0.836008547997754,719755200000,0.970001220703125,
1_1_2_1_LT05_013030_19930315,0.0,0.981,732207304500,0,-9999,-9999,,-9999,-9999,,732196800000,0.1100006103515625,
1_1_2_1_LT05_013030_19930331,8.0,0.981,733589707283,0,-9999,-9999,,-9999,-9999,,733579200000,1.0600006103515625,
1_1_2_1_LT05_013030_19930502,0.0,0.981,736354520563,24908,6.001516445742602,6.001516445742602,7.039727434466989,8.492647462698736,7.503023031817173,1.9808365868937134,736344000000,0.8399993896484376,
1_1_2_1_LT05_013030_19930518,86.0,0.981,737736922573,0,-9999,-9999,,-9999,-9999,,737726400000,0.8200012207031251,
1_1_2_1_LT05_013030_19930603,10.0,0.981,739119326198,14539,-9999,10.928557899091652,10.803450708429091,-9999,11.409498497825108,1.1648710861162062,739108800000,1.029998779296875,
1_1_2_1_LT05_013030_19930705,3.0,0.981,741884117507,24908,17.943154009970296,17.48774294992507,17.97376433340954,18.396899335218258,17.48774294992507,0.7449894146075767,741873600000,2.4600006103515626,
1_1_2_1_LT05_013030_19930721,34.0,0.981,743266518089,6439,-9999,-9999,17.338587383608424,-9999,-9999,0.680135039935401,743256000000,1.770001220703125,
1_1_2_1_LT05_013030_19930806,26.0,0.981,744648918042,23730,16.571634330984253,15.649540205580857,14.714651921509379,16.571634330984253,17.941762906841088,1.5155653749688582,744638400000,1.770001220703125,
1_1_2_1_LT05_013030_19930907,84.0,0.981,747413714977,6319,-9999,-9999,10.787463163973047,11.887175424809842,-9999,0.7650695372406541,747403200000,1.9399993896484375,
1_1_2_1_LT05_013030_19931025,22.0,0.981,751560901304,21603,8.49272605182582,7.999017292071663,8.555695885484619,-9999,-9999,0.5540849712199843,751550400000,0.570001220703125,
1_1_2_1_LT05_013030_19940302,9.0,0.981,762620022194,0,-9999,-9999,,-9999,-9999,,762609600000,0.37999877929687503,
1_1_2_1_LT05_013030_19940318,19.0,0.981,764002408343,162,-9999,-9999,-5.764182123862432,-9999,-9999,0.9539993561760823,763992000000,0.37999877929687503,
1_1_2_1_LT05_013030_19940403,100.0,0.981,765384791965,0,-9999,-9999,,-9999,-9999,,765374400000,1.35,
1_1_2_1_LT05_013030_19940521,1.0,0.981,769531938037,24908,11.408588156925187,10.927624482758283,11.26961271998236,11.408588156925187,9.959568757344035,1.5884024127199745,769521600000,1.7600006103515626,
1_1_2_1_LT05_013030_19940622,5.0,0.981,772296699127,24738,17.486868481645722,16.111473509151992,17.815886262303618,18.395285289102087,17.030149322755623,0.7495431578275052,772286400000,1.8600006103515625,
1_1_2_1_LT05_013030_19940708,45.0,0.981,773679074079,0,-9999,-9999,,-9999,-9999,,773668800000,3.539999389648438,
1_1_2_1_LT05_013030_19940724,45.0,0.981,775061447436,0,-9999,-9999,,-9999,-9999,,775051200000,2.6,
1_1_2_1_LT05_013030_19940809,16.0,0.981,776443821208,0,-9999,-9999,,-9999,-9999,,776433600000,2.760000610351563,
1_1_2_1_LT05_013030_19940825,10.0,0.981,777826197924,24908,17.942545937466612,18.39609701137511,18.05239505881134,18.39609701137511,17.942545937466612,0.3258641128476326,777816000000,2.1800003051757812,
1_1_2_1_LT05_013030_19940910,6.0,0.981,779208573472,16392,12.365243781531895,13.784185351734818,13.783468390025106,-9999,14.253323485841923,0.6768256547604815,779198400000,1.079998779296875,
1_1_2_1_LT05_013030_19941012,0.0,0.981,781973318839,24902,9.960560542973973,9.960560542973973,9.672345548498509,9.960560542973973,8.984076617918866,0.5685674133634656,781963200000,0.9600006103515626,
1_1_2_1_LT05_013030_19941028,1.0,0.981,783355686602,24908,8.984089223399788,8.984089223399788,9.01576120420014,8.984089223399788,8.984089223399788,0.37775262487180433,783345600000,0.9399993896484375,
1_1_2_1_LT05_013030_19950305,54.0,0.981,794414612008,14713,-9999,-9999,-14.383777131479283,-14.005282380733492,-9999,0.5733199983425182,794404800000,0.520001220703125,
1_1_2_1_LT05_013030_19950406,6.0,0.981,797179332470,19370,-5.162702517377966,-4.601849238167711,-3.701790636845645,-9999,-2.3902422677356094,2.1705970991771113,797169600000,0.1399993896484375,
1_1_2_1_LT05_013030_19950422,73.0,0.981,798561691254,1314,-9999,-9999,3.7629389267080455,-9999,-9999,0.40990035846462075,798552000000,1.3399993896484377,
1_1_2_1_LT05_013030_19950508,11.0,0.981,799944048061,12835,4.47864254087521,-9999,5.34571736279147,-9999,6.001380874300035,1.0624779112822766,799934400000,1.129998779296875,
1_1_2_1_LT05_013030_19950524,77.0,0.981,801326404945,0,-9999,-9999,,-9999,-9999,,801316800000,2.9899993896484376,
1_1_2_1_LT05_013030_19950609,60.0,0.981,802708759906,2266,-9999,-9999,8.468184126011586,-9999,10.445717802693775,1.5760647563668875,802699200000,0.8200012207031251,
1_1_2_1_LT05_013030_19950625,67.0,0.981,804091117963,0,-9999,-9999,,-9999,-9999,,804081600000,2.6800003051757812,
1_1_2_1_LT05_013030_19950727,38.0,0.981,806855830497,0,-9999,-9999,,-9999,-9999,,806846400000,2.9300003051757812,
1_1_2_1_LT05_013030_19950812,72.0,0.981,808238186471,0,-9999,-9999,,-9999,-9999,,808228800000,3.7399993896484376,
1_1_2_1_LT05_013030_19950828,16.0,0.981,809620541690,9069,-9999,-9999,8.974589654666476,-9999,-9999,1.3707179222373722,809611200000,0.779998779296875,
1_1_2_1_LT05_013030_19950929,20.0,0.981,812385246975,24908,10.44578143701663,7.004873077523854,9.072690427570006,9.96070505484471,6.0015761573502715,1.3009556349410054,812376000000,0.570001220703125,
1_1_2_1_LT05_013030_19960424,71.0,0.981,830356966276,50,-9999,-9999,3.9052480886880785,-9999,-9999,1.172742252165161,830347200000,1.05,
1_1_2_1_LT05_013030_19960526,1.0,0.981,833121877234,24526,10.92872933183377,10.92872933183377,10.89579962900866,10.445771161459614,11.888531718032056,1.0538567269125017,833112000000,0.65,
1_1_2_1_LT05_013030_19960611,59.0,0.981,834504330289,0,-9999,-9999,,-9999,-9999,,834494400000,3.219999694824219,
1_1_2_1_LT05_013030_19960627,73.0,0.981,835886781747,0,-9999,-9999,,-9999,-9999,,835876800000,1.9000000000000001,
1_1_2_1_LT05_013030_19960729,8.0,0.981,838651683364,5717,-9999,-9999,10.711100891057107,7.5021203559087315,16.111467271048415,2.9991143670295113,838641600000,1.770001220703125,
1_1_2_1_LT05_013030_19960814,5.0,0.981,840034133375,24524,18.846111882999253,18.394605957028567,18.856603726552393,19.29600496648115,18.394605957028567,0.4400419489266072,840024000000,1.55,
1_1_2_1_LT05_013030_19960830,0.0,0.981,841416585243,24908,17.02941733200956,18.393563275395916,17.58298857196365,18.393563275395916,18.393563275395916,0.8960683338755693,841406400000,0.929998779296875,
1_1_2_1_LT05_013030_19960915,47.0,0.981,842799038047,21677,15.185727569289067,15.185727569289067,15.069299900709336,15.185727569289067,15.649509905944639,0.5182418095266519,842788800000,1.879998779296875,
1_1_2_1_LT05_013030_19961001,17.0,0.981,844181489506,24908,12.364245218221155,11.887292284358436,11.951150996481989,11.408362901674062,11.887292284358436,0.3658533438193194,844171200000,1.879998779296875,
1_1_2_1_LT05_013030_19961017,19.0,0.981,845563939230,24037,10.445703936838818,9.960623799696366,10.270502830949866,10.445703936838818,10.445703936838818,0.40956377582959735,845553600000,0.8500000000000001,
1_1_2_1_LT05_013030_19970310,70.0,0.981,858005934236,1605,-9999,-9999,-4.423085565492739,-9999,-9999,0.6412962823503079,857995200000,0.9500000000000001,
1_1_2_1_LT05_013030_19970427,8.0,0.981,862153238809,24870,-1.8450362974503112,-1.8450362974503112,-1.4631599907867774,0.3066059076964765,-0.7634530860207275,1.4238759976467252,862164000000,0.8100006103515626,
1_1_2_1_LT05_013030_19970529,52.0,0.981,864918105907,0,-9999,-9999,,-9999,-9999,,864928800000,1.6,
1_1_2_1_LT05_013030_19970614,25.0,0.981,866300538491,15386,-9999,14.720594999706416,16.04066614999108,-9999,15.649576265968573,0.6642811996269686,866311200000,1.0600006103515625,
1_1_2_1_LT05_013030_19970630,4.0,0.981,867682972700,24879,18.39663207207143,18.84864223507121,19.096657327657827,19.747900093130482,19.29907489686391,0.8003517910955741,867693600000,2.369999694824219,
1_1_2_1_LT05_013030_19970817,69.0,0.981,871830267540,1452,16.5716163087625,-9999,16.33476241411664,-9999,-9999,0.45235927252200414,871840800000,1.7299987792968752,
1_1_2_1_LT05_013030_19970902,64.0,0.981,873212696352,0,-9999,-9999,,-9999,-9999,,873223200000,2.969999694824219,
1_1_2_1_LT05_013030_19970918,41.0,0.981,874595122752,0,-9999,-9999,,-9999,-9999,,874605600000,1.2000000000000002,
1_1_2_1_LT05_013030_19971004,87.0,0.981,875977551408,0,-9999,-9999,,-9999,-9999,,875988000000,1.779998779296875,
1_1_2_1_LT05_013030_19971020,43.0,0.981,877359977597,2836,-9999,-9999,3.435490070174118,6.504155093965844,-9999,2.0732281089511018,877370400000,1.1399993896484375,
1_1_2_1_LT05_013030_19980414,0.0,0.981,892566591851,24885,3.966303118727625,3.966303118727625,4.472867961868342,5.496386184635474,5.496386184635474,1.7727438627330734,892576800000,0.470001220703125,
1_1_2_1_LT05_013030_19980516,1.0,0.981,895331420985,24908,12.364171527074461,12.364171527074461,12.87586611088419,12.839184301151835,12.364171527074461,1.531717091200767,895341600000,1.9200012207031252,
1_1_2_1_LT05_013030_19980703,16.0,0.981,899478661111,15414,-9999,18.39483495497044,17.960175438668763,17.941574530938645,-9999,0.7915996382365835,899488800000,1.6600006103515625,
1_1_2_1_LT05_013030_19980820,22.0,0.981,903625884585,7173,11.88776825315663,-9999,10.034751124737236,-9999,-9999,1.551075383660782,903636000000,1.6,
1_1_2_1_LT05_013030_19980905,64.0,0.981,905008294781,6293,-9999,-9999,16.167718436661264,16.11147403457888,-9999,0.6115624165117838,905018400000,1.8700012207031251,
1_1_2_1_LT05_013030_19990401,86.0,0.981,922979495935,9993,-9999,-2.9388406571412573,-2.1763931043181683,-9999,-9999,2.040702848587311,922989600000,1.7000000000000002,
1_1_2_1_LT05_013030_19990604,5.0,0.981,928509057273,14396,14.720583581055209,13.31312432982642,14.794539455492304,16.111341538505418,14.720583581055209,0.9406815474832017,928519200000,1.1200012207031251,
1_1_2_1_LT05_013030_19990620,50.0,0.981,929891449255,13744,15.185548922703266,-9999,13.620960445887825,14.71990327035353,14.71990327035353,2.037806901202335,929901600000,2.129998779296875,
1_2_1_LE07_013030_19990714,82.0,0.981,931965941478,0,-9999,-9999,,-9999,-9999,,931975200000,1.8700012207031251,
1_1_2_1_LT05_013030_19990722,16.0,0.981,932656237528,19044,18.849133498097075,-9999,19.027788232789895,19.299675773617533,19.299675773617533,0.5605468356755562,932666400000,2.5,
1_2_1_LE07_013030_19990730,5.0,0.981,933348346992,0,-9999,-9999,,-9999,-9999,,933357600000,3.25,
1_1_2_1_LT05_013030_19990807,12.0,0.981,934038634745,24076,18.84626376159186,18.84626376159186,19.133250231987805,19.296187439167788,19.296187439167788,0.3622413380427855,934048800000,1.6100006103515625,
1_1_2_1_LT05_013030_19990823,8.0,0.981,935421020682,24908,16.571881741739244,17.030600747511034,17.029006597974693,16.571881741739244,17.030600747511034,0.42828050142944674,935431200000,2.3600006103515625,
1_2_1_LE07_013030_19990831,0.0,0.981,936113150809,24908,18.70046164205415,18.16911673807465,18.527705853746443,18.16911673807465,18.70046164205415,0.35143463337961994,936122400000,1.9200012207031252,
1_1_2_1_LT05_013030_19990924,0.0,0.981,938185764978,24908,14.719980137437982,14.719980137437982,14.817754391572462,15.18560358585607,14.719980137437982,0.4421935813086671,938196000000,2.0600006103515627,
1_2_1_LE07_013030_19991002,2.0,0.981,938877955579,24908,13.830272029984998,13.830272029984998,13.661315357458438,13.830272029984998,13.830272029984998,0.3840909914912868,938887200000,1.6899993896484375,
1_1_2_1_LT05_013030_19991026,15.0,0.981,940950558136,24908,7.998641096409758,7.998641096409758,7.392982136833946,6.001296081919364,7.998641096409758,0.6905533662693399,940960800000,1.2600006103515626,
1_2_1_LE07_013030_20000310,48.0,0.981,952701928002,5704,-9999,-9999,-2.674847657734415,-9999,-2.2317396811158985,0.4102519447128949,952711200000,0.270001220703125,
1_1_2_1_LT05_013030_20000318,1.0,0.981,953392008895,2217,-9999,-9999,-6.795220815272441,-9999,-9999,1.2310064205813904,953402400000,0.279998779296875,
1_2_1_LE07_013030_20000326,38.0,0.981,954084327890,16197,-0.3174167100403277,-0.3174167100403277,-0.252985965392783,0.31249657103698425,-9999,0.6001263780780605,954093600000,0.6399993896484375,
1_2_1_LE07_013030_20000411,71.0,0.981,955466713036,24898,1.560394545387261,2.1785632475324954,1.8701178370407179,1.560394545387261,2.7929399464618125,0.9699749663056842,955476000000,0.679998779296875,
1_1_2_1_LT05_013030_20000505,84.0,0.981,957539307339,0,-9999,-9999,,-9999,-9999,,957549600000,1.470001220703125,
1_2_1_LE07_013030_20000513,100.0,0.981,958231501119,0,-9999,-9999,,-9999,-9999,,958240800000,3.369999694824219,
1_1_2_1_LT05_013030_20000622,57.0,0.981,961686564672,12516,12.838662825423185,-9999,10.936958696308263,-9999,-9999,1.9185174096876376,961696800000,2.1899993896484378,
1_2_1_LE07_013030_20000630,51.0,0.981,962378673137,8717,-9999,-9999,16.500915953795253,-9999,15.476027868440768,0.584728103480333,962388000000,2.169999694824219,
1_1_2_1_LT05_013030_20000708,18.0,0.981,963068986144,24194,16.111469652255057,17.030097871315864,16.688027758294925,17.030097871315864,17.4867898995822,0.49145717042320675,963079200000,1.8,
1_2_1_LE07_013030_20000716,85.0,0.981,963761060937,0,-9999,-9999,,-9999,-9999,,963770400000,3.269999694824219,
1_1_2_1_LT05_013030_20000724,95.0,0.981,964451400210,0,-9999,-9999,,-9999,-9999,,964461600000,2.0399993896484374,
1_2_1_LE07_013030_20000817,74.0,0.981,966525837719,5,-9999,-9999,15.934650857428071,-9999,-9999,0.2353268388371599,966535200000,1.6200012207031251,
1_1_2_1_LT05_013030_20000825,2.0,0.981,967216242139,24728,16.57193538994492,16.57193538994492,16.857639676308846,17.030734399323116,17.030734399323116,0.4581986467083731,967226400000,2.5,
1_1_2_1_LT05_013030_20000910,1.0,0.981,968598665212,24908,17.0298173263582,16.571490523584934,17.02660982156784,17.0298173263582,17.0298173263582,0.3088638557638233,968608800000,1.4600006103515626,
1_2_1_LE07_013030_20000918,7.0,0.981,969290603699,24439,15.476090985761786,15.476090985761786,15.728098456318513,16.0196964568122,16.0196964568122,0.6136159750792228,969300000000,2.0100006103515624,
1_1_2_1_LT05_013030_20000926,84.0,0.981,969981075891,3186,-9999,-9999,4.164981310320322,-9999,-9999,1.6799299855046164,969991200000,0.970001220703125,
1_2_1_LE07_013030_20001004,92.0,0.981,970672998992,0,-9999,-9999,,-9999,-9999,,970682400000,2.269999694824219,
1_1_2_1_LT05_013030_20001012,2.0,0.981,971363484292,24895,10.445614578825703,10.445614578825703,10.427488516518057,9.960533158611199,10.445614578825703,0.47942684083487147,971373600000,1.0,
1_2_1_LE07_013030_20001020,0.0,0.981,972055386451,24908,9.894187487492959,10.465154186513908,10.223839187588759,10.465154186513908,9.894187487492959,0.46475663316088345,972064800000,1.4200012207031252,
1_1_2_1_LT05_013030_20001028,59.0,0.981,972745900155,7849,-9999,-9999,7.913703689455821,-9999,-9999,1.1440539422479266,972756000000,0.41000061035156254,
1_2_1_LE07_013030_20010329,100.0,0.981,985879383089,0,-9999,-9999,,-9999,-9999,,985888800000,0.7299987792968751,
1_2_1_LE07_013030_20010414,29.0,0.981,987261780784,20631,-11.007283673480407,-12.436017566193431,-7.112374231717,-7.532522083703625,-13.159262436627532,2.9693943452621148,987271200000,0.3600006103515625,
1_1_2_1_LT05_013030_20010422,28.0,0.981,987952376761,3635,-9999,-9999,2.4362586950684526,-9999,-9999,1.5352814062303621,987962400000,1.7000000000000002,
1_2_1_LE07_013030_20010430,63.0,0.981,988644178514,3282,-9999,-9999,-0.9626421801348751,-9999,-9999,1.74618120441569,988653600000,1.779998779296875,
1_1_2_1_LT05_013030_20010508,0.0,0.981,989334785514,24908,7.999022405946439,10.445782640377695,9.785571009554168,9.473542752706104,8.984227381199261,2.0444135911367924,989344800000,0.5,
1_2_1_LE07_013030_20010601,5.0,0.981,991408957386,24908,9.320698503111137,11.033616665333888,11.531920877232615,12.160906428902775,11.598712797429704,1.4301224792718068,991418400000,0.8799987792968751,
1_1_2_1_LT05_013030_20010609,9.0,0.981,992099595944,23836,12.839620961802206,12.839620961802206,13.280893126143614,13.783761938413155,13.312651297732604,1.351848824156046,992109600000,1.6399993896484375,
1_1_2_1_LT05_013030_20010625,11.0,0.981,993481994614,24790,17.487314804841628,17.030433571374996,17.766367361912394,17.942545937466612,16.571809913648522,0.7207760998292485,993492000000,2.1800003051757812,
1_2_1_LE07_013030_20010703,65.0,0.981,994173735464,0,-9999,-9999,,-9999,-9999,,994183200000,1.8600006103515625,
1_1_2_1_LT05_013030_20010711,53.0,0.981,994864397970,50,-9999,-9999,12.439913226905302,-9999,-9999,1.108350667919171,994874400000,2.0100006103515624,
1_2_1_LE07_013030_20010719,50.0,0.981,995556132451,7133,-9999,-9999,16.874416288575368,-9999,16.560723423522735,0.6574692323526335,995565600000,1.9100006103515625,
1_1_2_1_LT05_013030_20010727,15.0,0.981,996246792674,14763,-9999,17.941363743447276,18.057093583680384,18.394565743656102,-9999,0.6436555067935682,996256800000,1.529998779296875,
1_2_1_LE07_013030_20010804,66.0,0.981,996938518255,1588,-9999,-9999,14.304287412904092,-9999,-9999,1.8330989197603835,996948000000,1.9100006103515625,
1_1_2_1_LT05_013030_20010828,14.0,0.981,999011584664,0,-9999,-9999,,-9999,-9999,,999021600000,2.7399993896484376,
1_2_1_LE07_013030_20010905,1.0,0.981,999703289315,24908,18.16749250676044,18.16749250676044,18.078960660161382,18.16749250676044,17.098410799523602,0.4121400627400875,999712800000,0.9899993896484376,
1_1_2_1_LT05_013030_20010913,42.0,0.981,1000393981440,23062,16.111468098162828,15.649537725599071,16.227428157403878,-9999,16.57163881041904,0.4364425840298728,1000404000000,1.779998779296875,
1_2_1_LE07_013030_20010921,70.0,0.981,1001085681150,0,-9999,-9999,,-9999,-9999,,1001095200000,2.669999694824219,
