,system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,.geo,landsat_time_utc,scene,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
109,1_2_1_LE07_013030_20171003,159.09341,4.0,40.5122,0.977941145456293,1.0004927,43011.64964780092,1507044929570.0,0.8385085930672881,14393,8.169185220262946,18.16898390698775,14.525442246613677,14.382066275882046,9.32028753105582,0.4397577210551292,49.48780059814453,43011.75,1507053600000,1.5100000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-03 15:35:29.570000+00:00,LE07_013030_20171003,18.606666666666666,0.07174027227901175,1.5,0.0,18.615000000000002,6.0,,,,,,,,,,,,,,,,,18.615000000000002,18.606666666666666,0.07174027227901231,6.0,,,,,,,,,,,,,,,,
110,2_1_LC08_013030_20171011,160.11484,66.99,37.565979999999996,0.977941145456293,0.9981546999999998,43019.648039699074,1507735990630.0,0.6593649868919312,11318,0.30784593662372073,14.877915962725416,10.267469347324859,11.941272513365135,-6.937430483943713,4.110449237849076,52.43402099609375,43019.75,1507744800000,1.0899999618530274,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-11 15:33:10.630000+00:00,LC08_013030_20171011,18.033333333333335,0.03204163957519605,1.5,0.0,18.045,6.0,,,,,,,,,,,,,,,,,18.045,18.033333333333335,0.03204163957519591,6.0,,,,,,,,,,,,,,,,
113,1_2_1_LE07_013030_20171104,163.87947,54.0,29.768985999999998,0.977941145456293,0.9916552,43043.649669097234,1509809731410.0,0.8061753568307602,13838,0.6226017109638176,5.214097700097315,3.6601060729750734,4.0106540277011,-0.9513744163702156,0.9388117099413028,60.23101425170898,43043.75,1509818400000,1.1100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-04 15:35:31.410000+00:00,LE07_013030_20171104,13.0,0.0,1.5,0.0,13.0,4.0,,,,,,,,,,,,,,,,,13.0,13.0,0.0,4.0,,,,,,,,,,,,,,,,
114,2_1_LC08_013030_20171112,163.71901,28.4,27.388116999999998,0.977941145456293,0.9897209000000001,43051.648025,1510500789360.0,1.0,17165,2.0829805376184733,8.263132567849311,7.2429691314584765,7.421688435285156,2.7322185473911804,0.9299346195108268,62.61188316345215,43051.75,1510509600000,0.5099999904632568,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-12 15:33:09.360000+00:00,LC08_013030_20171112,10.18,0.0,1.5,0.0,10.18,4.0,,,,,,,,,,,,,,,,,10.18,10.18,0.0,4.0,,,,,,,,,,,,,,,,
115,1_2_1_LE07_013030_20171120,164.30121,60.0,25.48968,0.977941145456293,0.9880043,43059.649625694445,1511192127660.0,0.284707253131372,4887,-0.3660291612815745,3.403687745261027,0.1614792833819918,0.9384064840441966,-6.1788573342641735,2.090625584016149,64.51032066345215,43059.75,1511200800000,0.1700000047683716,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-20 15:35:27.660000+00:00,LE07_013030_20171120,7.96,0.028284271247462134,1.5,0.0,7.970000000000001,4.0,,,,,,,,,,,,,,,,,7.970000000000001,7.96,0.02828427124746245,4.0,,,,,,,,,,,,,,,,
116,2_1_LC08_013030_20171128,163.57854,49.36,23.72064,0.977941145456293,0.9864813,43067.64794976852,1511883182860.0,0.9842703175065541,16895,1.5939634571054686,2.3320728979281395,0.9568262186078976,1.1407311544295171,-3.4799263320536737,0.9413141750889761,66.27935981750488,43067.75,1511892000000,1.2100000381469729,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-28 15:33:02.860000+00:00,LC08_013030_20171128,6.14,0.0,1.5,0.0,6.14,4.0,,,,,,,,,,,,,,,,,6.14,6.14,0.0,4.0,,,,,,,,,,,,,,,,
117,2_1_LC08_013030_20180523,139.42023999999998,0.28,62.59185,0.977941145456293,1.0125102,43243.6470849537,1527089508140.0,1.0,17165,4.257362358522247,22.229379362876355,14.09858734268235,13.717423099655258,13.119641687988189,1.1402343829866333,27.40814971923828,43243.75,1527098400000,0.9100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-23 15:31:48.140000+00:00,LC08_013030_20180523,13.986666666666666,0.086216781042517,0.85,0.0,13.97,3.0,,,,,,,,,,,,,,,,,13.97,13.986666666666666,0.08621678104251612,3.0,,,,,,,,,,,,,,,,
118,2_1_LC08_013030_20180608,135.84161,39.36,64.2172,0.977941145456293,1.0150348,43259.64701782407,1528471902340.0,0.7500728226041363,12875,5.1318428648001655,21.401344347056067,15.757829701152714,15.591662576115153,12.251965318722046,0.7561390603029764,25.782798767089844,43259.75,1528480800000,1.0899999618530274,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-06-08 15:31:42.340000+00:00,LC08_013030_20180608,17.347222222222218,0.26414803237301654,0.21666666666666673,0.2388698882852583,17.38,18.0,,,,,,,,,,,,,,,,,16.909999999999997,17.091666666666665,0.3130761355751453,6.0,,,,,17.38,17.38,0.0,6.0,17.57,17.569999999999997,0.0,6.0,,,,
119,2_1_LC08_013030_20180710,134.11928,24.28,62.864323,0.977941145456293,1.0166549999999999,43291.647242708335,1531236721770.0,0.9351587532770173,16052,13.009502159846106,27.608572622607692,21.364755789828923,21.560242449636284,10.548879340994278,1.3958008692769497,27.135677337646484,43291.75,1531245600000,2.4600000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-10 15:32:01.770000+00:00,LC08_013030_20180710,24.380416666666665,0.5763941825029021,0.18749999999999997,0.21174738846497995,24.25,24.0,,,,,,,,,,,,,,,,,23.85,23.965,0.20608250774871625,6.0,,,,,24.25,24.266666666666666,0.040824829046387734,6.0,25.32,25.319999999999997,0.0,6.0,23.97,23.97,0.0,6.0
120,1_2_1_LE07_013030_20180718,135.09932,2.0,61.687214000000004,0.977941145456293,1.0162792999999999,43299.647196759266,1531927917800.0,0.8812700262161375,15127,2.1744771549427893,25.89574049363306,20.919870812230197,20.798918224596953,18.167917906962053,0.4776051554742517,28.312786102294922,43299.75,1531936800000,0.7199999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-18 15:31:57.800000+00:00,LE07_013030_20180718,24.508749999999996,0.5194253723022247,0.18749999999999997,0.21174738846497995,24.645,24.0,,,,,,,,,,,,,,,,,24.229999999999997,24.256666666666664,0.07527726527090679,6.0,,,,,25.03,25.045,0.03674234614174863,6.0,24.93,24.930000000000003,0.0,6.0,23.77,23.80333333333333,0.051639777949433,6.0
121,1_2_1_LE07_013030_20180819,143.74307,19.0,54.706340000000004,0.977941145456293,1.0120151,43331.646790162034,1534692682670.0,0.8505680163122633,14600,2.5122838741154285,22.867273401753078,20.167552305097466,20.279576037563512,18.168967330202086,0.3489703588307571,35.29365921020508,43331.75,1534701600000,1.5,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-08-19 15:31:22.670000+00:00,LE07_013030_20180819,23.95875,0.17592766547152502,0.5125,0.35821113521400244,23.87,24.0,,,,,,,,,,,,,,,,,23.85,23.87833333333333,0.05307227776030021,6.0,,,,,23.87,23.83666666666667,0.051639777949432614,6.0,24.25,24.25,0.0,6.0,23.87,23.87,0.0,6.0
122,1_2_1_LE07_013030_20180904,149.08638,24.0,50.02081,0.977941145456293,1.0084507,43347.646560300935,1536075062810.0,0.6231867171570056,10697,4.664750186666364,21.83888747585696,18.353143857935322,18.700183677755067,13.276814065800377,0.7300562968386433,39.979190826416016,43347.75,1536084000000,1.5300000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-09-04 15:31:02.810000+00:00,LE07_013030_20180904,23.745833333333326,0.19192201012654705,0.28749999999999987,0.24058352974093777,23.77,24.0,,,,,,,,,,,,,,,,,23.5,23.663333333333338,0.25935818218569096,6.0,,,,,23.97,23.97,0.0,6.0,23.77,23.77,0.0,6.0,23.58,23.58,0.0,6.0
123,2_1_LC08_013030_20181014,160.51838999999998,11.37,36.58507,0.977941145456293,0.9974156999999999,43387.64772986111,1539531163860.0,0.9967958054180016,17110,5.71620400516251,12.792594637446987,11.642748302319749,12.158796218445284,3.6378392278378464,1.2407441802103432,53.4149284362793,43387.75,1539540000000,1.3199999809265135,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10-14 15:32:43.860000+00:00,LC08_013030_20181014,15.283333333333331,0.01527525231652011,0.85,0.0,15.28,3.0,,,,,,,,,,,,,,,,,15.28,15.283333333333331,0.015275252316520207,3.0,,,,,,,,,,,,,,,,
124,1_2_1_LE07_013030_20181022,160.95406,45.0,33.681534,0.977941145456293,0.9951671000000001,43395.645783796295,1540222195720.0,0.8505097582289542,14599,11.498359712890474,9.320984606508443,8.19502494827456,8.163731412003923,0.31249676007509114,0.8745330857089231,56.31846618652344,43395.75,1540231200000,0.6699999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10-22 15:29:55.720000+00:00,LE07_013030_20181022,11.254999999999999,0.009999999999999787,1.5,0.0,11.26,4.0,,,,,,,,,,,,,,,,,11.26,11.254999999999999,0.00999999999999954,4.0,,,,,,,,,,,,,,,,
125,1_2_1_LE07_013030_20181107,162.4868,30.0,28.645536,0.977941145456293,0.9909771,43411.6455431713,1541604574930.0,0.6161957471599184,10577,4.1727190473872815,9.89477915020684,6.1629825420709095,6.403844064493453,0.3124961398110606,0.895022131424035,61.35446357727051,43411.75,1541613600000,1.0199999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-11-07 15:29:34.930000+00:00,LE07_013030_20181107,8.274999999999999,0.019148542155127127,1.5,0.0,8.27,4.0,,,,,,,,,,,,,,,,,8.27,8.274999999999999,0.019148542155127745,4.0,,,,,,,,,,,,,,,,
126,1_2_1_LE07_013030_20181123,162.70648,5.0,24.552137,0.977941145456293,0.9874639000000001,43427.645276157404,1542986951860.0,0.8641421497232741,14833,3.7379352943578934,2.792970961840463,0.4865472464250013,0.9384068016394254,-8.216697450229193,1.6708272360093075,65.44786262512207,43427.75,1542996000000,0.29000000953674315,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-11-23 15:29:11.860000+00:00,LE07_013030_20181123,3.75,0.019999999999999796,1.5,0.0,3.76,4.0,,,,,,,,,,,,,,,,,3.76,3.75,0.019999999999999685,4.0,,,,,,,,,,,,,,,,
127,1_2_1_LE07_013030_20190518,137.12955,5.0,60.68391999999999,0.977941145456293,1.0114827,43603.641317824084,1558193009860.0,0.8593649868919313,14751,10.402139932936949,19.228202003911942,8.411742203371487,8.163404305821611,6.993510829215517,1.1427583371102596,29.31607818603516,43603.75,1558202400000,1.2100000381469729,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05-18 15:23:29.860000+00:00,LE07_013030_20190518,9.275,0.0378593889720018,1.5,0.0,9.29,4.0,,,,,,,,,,,,,,,,,9.29,9.275,0.037859388972001605,4.0,,,,,,,,,,,,,,,,
128,2_1_LC08_013030_20190526,139.13905,33.01,63.095980000000004,0.977941145456293,1.0130392,43611.647622337965,1558884754570.0,0.7491406932711914,12859,3.055507752915945,20.864210213537568,13.5561979886546,13.215655690134833,10.61960811687258,1.3731171366307344,26.90401840209961,43611.75,1558893600000,1.4899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05-26 15:32:34.570000+00:00,LC08_013030_20190526,12.365000000000002,0.035071355833499566,1.5,0.0,12.365000000000002,6.0,,,,,,,,,,,,,,,,,12.365000000000002,12.365000000000002,0.035071355833499865,6.0,,,,,,,,,,,,,,,,
129,1_2_1_LE07_013030_20190603,132.98523,20.0,62.677096999999996,0.977941145456293,1.014316,43619.64092002314,1559575375490.0,0.8562773084765511,14698,9.109293826289074,20.278328759429172,12.459938563942316,12.161081790269591,11.033710495421712,0.7574416145457192,27.32290267944336,43619.75,1559584800000,1.1300000190734865,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-03 15:22:55.490000+00:00,LE07_013030_20190603,14.488333333333335,0.011690451944499872,1.5,0.0,14.49,6.0,,,,,,,,,,,,,,,,,14.49,14.488333333333335,0.011690451944499632,6.0,,,,,,,,,,,,,,,,
130,2_1_LC08_013030_20190627,133.95963999999998,31.25,64.1912,0.977941145456293,1.0165905000000002,43643.64776689815,1561649567060.0,0.8567433731430236,14706,1.8206170373109252,24.90445626150391,19.786498189457113,19.907162005837773,14.109679002372992,1.0435652619242048,25.808799743652344,43643.75,1561658400000,1.829999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-27 15:32:47.060000+00:00,LC08_013030_20190627,21.820000000000004,0.20435263639111684,1.5,0.0,21.78,6.0,,,,,,,,,,,,,,,,,21.78,21.820000000000004,0.20435263639111764,6.0,,,,,,,,,,,,,,,,
131,2_1_LC08_013030_20190729,137.95032,15.63,59.916973,0.977941145456293,1.0153943,43675.647868611115,1564414375848.0,0.8675793766385086,14892,8.65950171790156,26.33025176129065,21.69973225833145,21.6560037535242,17.314196108751695,0.5180466125360615,30.083026885986328,43675.75,1564423200000,2.4299999237060548,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07-29 15:32:55.848000+00:00,LC08_013030_20190729,25.851666666666674,0.1692828008589934,1.5,0.0,25.870000000000005,6.0,,,,,,,,,,,,,,,,,25.870000000000005,25.851666666666674,0.16928280085899405,6.0,,,,,,,,,,,,,,,,
132,2_1_LC08_013030_20190814,142.73685,33.76,56.289066000000005,0.977941145456293,1.0130033,43691.64793539352,1565796781618.0,0.8164287794931546,14014,3.22505384301018,24.2792078722469,17.666536921300285,17.810816478156486,4.8914089611369835,1.8156359608220876,33.71093368530273,43691.75,1565805600000,1.8899999618530277,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-14 15:33:01.618000+00:00,LC08_013030_20190814,23.646666666666665,0.14306175822583353,1.5,0.0,23.625,6.0,,,,,,,,,,,,,,,,,23.625,23.646666666666665,0.1430617582258339,6.0,,,,,,,,,,,,,,,,
133,1_2_1_LE07_013030_20190907,145.82301,8.0,47.98254,0.977941145456293,1.0077679,43715.63826774305,1567869546333.0,0.8117681328284301,13934,11.592158449536806,18.701090332313825,15.973615939742293,16.0201581783217,9.31965492273142,0.6438984217620638,42.01745986938477,43715.75,1567879200000,1.9100000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09-07 15:19:06.333000+00:00,LE07_013030_20190907,20.633333333333336,0.03669695718539442,1.5,0.0,20.635000000000005,6.0,,,,,,,,,,,,,,,,,20.635000000000005,20.633333333333336,0.03669695718539444,6.0,,,,,,,,,,,,,,,,
134,2_1_LC08_013030_20190915,153.39389,15.55,46.755367,0.977941145456293,1.0056728000000001,43723.648036666666,1568561590368.0,0.9013690649577628,15472,11.267260470171824,19.288095016269807,16.34531053391025,16.409512347764867,10.74576348726619,0.5886379660062696,43.24463272094727,43723.75,1568570400000,1.9899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09-15 15:33:10.368000+00:00,LC08_013030_20190915,19.166666666666668,0.02065591117977245,1.5,0.0,19.165,6.0,,,,,,,,,,,,,,,,,19.165,19.166666666666668,0.020655911179772002,6.0,,,,,,,,,,,,,,,,
135,1_2_1_LE07_013030_20191009,154.86057,63.0,37.31915,0.977941145456293,0.9989184999999999,43747.637316157416,1570634264116.0,0.8366443344013982,14361,9.487892321886813,13.831158243898704,12.561983002683814,12.72067914520099,6.9937516371109565,0.4098601663349157,52.68085098266602,43747.75,1570644000000,0.8,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-10-09 15:17:44.116000+00:00,LE07_013030_20191009,15.538333333333332,0.01329160135825191,1.5,0.0,15.54,6.0,,,,,,,,,,,,,,,,,15.54,15.538333333333332,0.013291601358252364,6.0,,,,,,,,,,,,,,,,
136,2_1_LC08_013030_20191102,163.17651,1.4,30.42773,0.977941145456293,0.9922924000000001,43771.6481132176,1572708796982.0,1.0,17165,3.805857139472376,9.710107841925833,9.053066505643883,9.202413109548845,5.573094728883297,0.5697741878322335,59.57226943969727,43771.75,1572717600000,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-11-02 15:33:16.982000+00:00,LC08_013030_20191102,12.01,0.04195235392680576,1.5,0.0,12.004999999999999,6.0,,,,,,,,,,,,,,,,,12.004999999999999,12.01,0.04195235392680566,6.0,,,,,,,,,,,,,,,,
138,1_2_1_LE07_013030_20200520,129.64352,0.0,58.806763000000004,0.977941145456293,1.0120347,43971.629212546286,1589987163964.0,0.8515001456452083,14616,5.79913138000731,20.800169283620047,11.34861200386672,11.033683898901955,8.743621112345956,1.263741109200949,31.1932373046875,43971.75,1589997600000,1.1600000381469726,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-05-20 15:06:03.964000+00:00,LE07_013030_20200520,12.123333333333333,0.08914407813571637,1.5,0.0,12.120000000000001,6.0,,,,,,,,,,,,,,,,,12.120000000000001,12.123333333333333,0.08914407813571612,6.0,,,,,,,,,,,,,,,,
139,2_1_LC08_013030_20200613,135.18091,42.39,64.48404000000001,0.977941145456293,1.0156709000000002,43995.647587673615,1592062351575.0,0.491581706961841,8438,7.9887727644465025,20.881294964416696,14.820683011517193,15.316142084085026,4.566955039067499,1.3512900725291734,25.51596069335937,43995.75,1592071200000,1.2399999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-06-13 15:32:31.575000+00:00,LC08_013030_20200613,18.165000000000003,0.0546808924579669,1.5,0.0,18.17,6.0,,,,,,,,,,,,,,,,,18.17,18.165000000000003,0.054680892457966764,6.0,,,,,,,,,,,,,,,,
140,2_1_LC08_013030_20200715,135.10825,67.6,62.201530000000005,0.977941145456293,1.0164583,44027.647756493054,1594827166161.0,0.6390329158170697,10969,4.100885345507616,23.14001553211415,19.52834813463689,19.90435886113091,12.273759230187894,1.0400548405702237,27.79846954345703,44027.75,1594836000000,2.029999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-07-15 15:32:46.161000+00:00,LC08_013030_20200715,24.890000000000004,0.17076299364909306,1.5,0.0,24.870000000000005,6.0,,,,,,,,,,,,,,,,,24.870000000000005,24.890000000000004,0.17076299364909325,6.0,,,,,,,,,,,,,,,,
141,2_1_LC08_013030_20200731,138.64445,6.67,59.342148,0.977941145456293,1.0150009,44043.64780653935,1596209570485.0,0.9987765802505096,17144,17.426879149932116,26.26542759700727,21.743702869976783,21.702589477961226,20.705929511799113,0.3328151996889038,30.65785217285156,44043.75,1596218400000,2.0100000381469734,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-07-31 15:32:50.485000+00:00,LC08_013030_20200731,25.47333333333333,0.048853522561497595,1.5,0.0,25.479999999999997,6.0,,,,,,,,,,,,,,,,,25.479999999999997,25.47333333333333,0.048853522561498754,6.0,,,,,,,,,,,,,,,,
142,2_1_LC08_013030_20200917,154.20373999999998,60.69,45.820934,0.977941145456293,1.0049697,44091.648023217596,1600356789206.0,0.908418293038159,15593,-0.25709765682112673,18.294166355966226,14.188249013727846,14.343113776560344,8.583507063250357,1.7232047704613074,44.1790657043457,44091.75,1600365600000,1.5800000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-17 15:33:09.206000+00:00,LC08_013030_20200917,19.386666666666667,0.0206559111797705,1.5,0.0,19.380000000000003,6.0,,,,,,,,,,,,,,,,,19.380000000000003,19.386666666666667,0.020655911179771502,6.0,,,,,,,,,,,,,,,,
143,1_2_1_LE07_013030_20200925,145.3573,7.0,39.910070000000005,0.977941145456293,1.0027235,44099.623691527784,1601045886948.0,0.8354209146519079,14340,5.4162483978887925,17.63607116918286,13.975928188344767,13.830276013656675,13.276220817235913,0.41663037264645697,50.08993148803711,44099.5,1601035200000,1.9899999618530275,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-25 14:58:06.948000+00:00,LE07_013030_20200925,17.123333333333335,0.05046450898073606,1.5,0.0,17.135000000000005,6.0,,,,,,,,,,,,,,,,,17.135000000000005,17.123333333333335,0.05046450898073674,6.0,,,,,,,,,,,,,,,,
144,2_1_LC08_013030_20201003,158.48898,51.76,40.278620000000004,0.977941145456293,1.0003968,44107.64806612269,1601739192913.0,0.6675211185551996,11458,2.6220296608945715,13.69531966135154,11.609849058082421,12.216261258133075,-0.5833205870717679,1.9831218351056497,49.72137832641602,44107.75,1601748000000,1.2699999809265137,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-10-03 15:33:12.913000+00:00,LC08_013030_20201003,17.42833333333333,0.0457893728573195,1.5,0.0,17.41,6.0,,,,,,,,,,,,,,,,,17.41,17.42833333333333,0.045789372857318496,6.0,,,,,,,,,,,,,,,,
145,1_2_1_LE07_013030_20201011,149.50652,3.0,34.627495,0.977941145456293,0.9981450999999999,44115.622986944436,1602428226072.0,0.8142149723274105,13976,5.623465387156632,13.277297010148752,12.232593944249794,12.16132326048721,8.163770935642825,0.536692005173972,55.37250518798828,44115.5,1602417600000,0.4800000190734863,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-10-11 14:57:06.072000+00:00,LE07_013030_20201011,14.895000000000001,0.0408656334834034,0.75,0.0,14.89,6.0,,,,,,,,,,,,,,,,,,,,,14.89,14.895000000000001,0.04086563348340385,6.0,,,,,,,,,,,,
