,system:index,availablePixels_count,cloudcover_pct_scene,datetime_landsat,esd_au_scene,lakeCoverage_pct,sunazi_deg_scene,sunelev_deg_scene,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,.geo,landsat_time_utc,scene,is_temp_avg,is_temp_stdev,is_depth_avg,is_depth_stdev,is_temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
48,1_2_1_LE07_013030_20080908,8250,12.0,1220887311720.0,1.0072977,48.06291872997379,147.18656929,47.67072441,11.817941998541256,25.25849024000001,20.63153882525578,20.706046273363143,18.00545180000006,20.324837537696837,20.706046273363143,1.8152329582169568,0.4952883381486841,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-08 15:21:51.720000+00:00,LE07_013030_20080908,21.107000000000003,0.1166238016491969,0.9,0.5163977794943222,21.130000000000003,10.0,21.34,21.34,,1.0,20.99,20.99,,1.0,20.97,20.97,,1.0,20.96,20.96,,1.0,21.135,21.135,0.043243496620880305,6.0,,,,,,,,,,,,,,,,
49,1_2_1_LE07_013030_20080924,12504,0.0,1222269702615.0,1.0029624,72.84590736964753,152.21640997,42.43980495,17.014422133112507,23.26920260000003,18.528617539815176,18.52947484202969,16.43316260000006,18.423744441747587,18.52947484202969,2.626830738885188,0.4653453968196034,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-24 15:21:42.615000+00:00,LE07_013030_20080924,18.315,0.11726039399558627,0.5,0.0,18.31,6.0,,,,,,,,,,,,,,,,,18.31,18.315,0.11726039399558694,6.0,,,,,,,,,,,,,,,,
50,1_2_1_LE07_013030_20081010,15083,0.0,1223652089147.0,0.9983859,87.87066705505389,156.32908491,36.99332606,17.88939050218116,19.43076614000006,14.886917204252532,14.687837746844204,13.972188200000003,14.687837746844204,15.037120975498835,3.024073277523616,0.4218900654318529,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-10 15:21:29.147000+00:00,LE07_013030_20081010,14.556666666666665,0.02804757862395025,0.5,0.0,14.55,6.0,,,,,,,,,,,,,,,,,14.55,14.556666666666667,0.028047578623950045,6.0,,,,,,,,,,,,,,,,
51,1_2_1_LE07_013030_20081026,14926,3.0,1225034505683.0,0.9939112,86.95601514710167,159.20371333,31.67713164,19.2603565641396,15.923877619999985,11.930007634772002,11.906235484285627,10.461881660000016,11.906235484285627,11.906235484285627,2.9549434407756325,0.3760642882862783,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-26 15:21:45.683000+00:00,LE07_013030_20081026,11.878333333333332,0.02483277404291918,0.5,0.0,11.88,6.0,,,,,,,,,,,,,,,,,11.88,11.878333333333332,0.024832774042919337,6.0,,,,,,,,,,,,,,,,
52,1_2_1_LE07_013030_20081127,13665,60.0,1227799332343.0,0.9866177,79.6096708418293,160.83076556,23.21967927,4.888475251479248,6.972083240000018,3.56739768028185,3.8207608902764063,-1.576384780000012,3.447625626272422,3.8207608902764063,-1.51199042872976,0.6995951620625862,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-11-27 15:22:12.343000+00:00,LE07_013030_20081127,4.705,0.025884358211089774,0.5,0.0,4.7,6.0,,,,,,,,,,,,,,,,,4.7,4.705,0.025884358211089573,6.0,,,,,,,,,,,,,,,,
53,1_2_1_LE07_013030_20090522,14473,7.0,1243005800244.0,1.0123974,84.31692397320128,135.96067735,61.41612282,3.7217385248570807,28.194569419999997,13.211733382069855,12.921894924398387,8.664003139999977,12.189497338694254,13.762834763891547,1.5503108712662996,1.9667863063812236,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-05-22 15:23:20.244000+00:00,LE07_013030_20090522,14.04875,1.1640377693921395,1.5,0.0,14.094999999999999,8.0,15.54,15.54,0.0,2.0,14.11,14.11,0.0,2.0,12.465,12.465,0.10606601717798111,2.0,14.08,14.08,0.0,2.0,,,,,,,,,,,,,,,,,,,,
54,1_2_1_LE07_013030_20100525,11562,9.0,1274801100761.0,1.0129046,67.35799592193416,136.0581855,62.05745666,3.1553212541027875,29.069582540000056,18.151266903965944,17.930184266762165,14.037130580000053,17.467246793269574,18.84405664328224,1.2673411319103334,1.680614140402547,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-05-25 15:25:00.761000+00:00,LE07_013030_20100525,19.861666666666665,0.1194012841918657,1.0,0.0,19.86,6.0,,,,,,,,,,,,,,,,,19.86,19.861666666666665,0.11940128419186545,6.0,,,,,,,,,,,,,,,,
55,1_2_1_LE07_013030_20100728,8195,24.0,1280330707057.0,1.0154126,47.74249927177396,134.59711296,59.07965381,0.9105302192972856,31.786908440000047,22.03912381107997,22.32071401615413,15.592329680000034,21.085037047358103,23.53756313260608,-0.4938234872205636,1.9713793188691051,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-28 15:25:07.057000+00:00,LE07_013030_20100728,23.032,0.34469954710991085,1.2,0.25819888974716115,22.884999999999998,10.0,23.68,23.68,,1.0,23.51,23.51,,1.0,22.630000000000003,22.630000000000003,,1.0,23.3,23.3,,1.0,22.855,22.866666666666664,0.06860515043833663,6.0,,,,,,,,,,,,,,,,
56,1_2_1_LE07_013030_20100829,14818,0.0,1283095509772.0,1.0098616,86.32682784736382,144.92147483,51.2765677,11.050018757457892,32.364553820000026,21.830732435856888,21.766821934975937,20.527950560000026,21.35630627448452,22.17326558209066,2.812199731818622,1.0247899734340389,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-08-29 15:25:09.772000+00:00,LE07_013030_20100829,20.823,0.22296237849068223,1.2,0.25819888974716115,20.784999999999997,10.0,21.34,21.34,,1.0,20.99,20.99,,1.0,20.48,20.48,,1.0,20.79,20.79,,1.0,20.769999999999996,20.771666666666665,0.05946988033170042,6.0,,,,,,,,,,,,,,,,
57,1_2_1_LE07_013030_20100914,6178,61.0,1284477910984.0,1.00586,35.99184386833673,150.31899714,46.3166553,4.31834513186761,21.252570800000058,17.91720866647539,18.32991680517186,11.347148840000044,17.93612893391432,18.723748931808803,-2.1816790917756057,1.3557892777293143,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-09-14 15:25:10.984000+00:00,LE07_013030_20100914,18.005,0.6839793694094722,1.2,0.25819888974716115,17.509999999999998,10.0,19.06,19.06,,1.0,18.72,18.72,,1.0,18.69,18.69,,1.0,18.69,18.69,,1.0,17.485,17.481666666666666,0.029944392908635646,6.0,,,,,,,,,,,,,,,,
59,1_2_1_LE07_013030_20110512,13107,25.0,1305213988660.0,1.0102063,76.3588697931838,139.95139381,59.86502579,4.767020665468508,21.871232420000013,11.562716712154568,11.428220072868443,8.687929280000048,10.65820060388543,12.19100026596154,1.7352347519272635,1.4756747836615924,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-05-12 15:26:28.660000+00:00,LE07_013030_20110512,9.549999999999999,0.1126942766958461,0.8333333333333334,0.5773502691896258,9.61,3.0,,,,,,,,,,,,,,,,,9.61,9.549999999999999,0.11269427669584556,3.0,,,,,,,,,,,,,,,,
60,1_2_1_LE07_013030_20110629,13724,49.0,1309361184859.0,1.0166218,79.95339353335275,131.1982263,63.20412934,6.266002760073038,31.219517119999978,22.257006384003397,22.11247686335212,20.363885600000003,21.67866116890212,22.563078860404957,1.9977543092135264,1.0477192040165977,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-06-29 15:26:24.859000+00:00,LE07_013030_20110629,20.508888888888887,0.7899437392062236,0.8111111111111111,0.46755867130351786,20.97,9.0,,,,,18.89,18.89,,1.0,19.51,19.51,,1.0,20.31,20.31,,1.0,20.97,20.978333333333335,0.0483390801181277,6.0,,,,,,,,,,,,,,,,
61,1_2_1_LE07_013030_20110715,14888,16.0,1310743584881.0,1.0164594,86.73463443052724,132.33631963,61.46996744,3.525069542943177,34.34358740000005,25.00038128880468,24.642919546005253,23.42984954000002,24.22924520439877,25.812126556585618,1.2677946918901437,1.0411183647395563,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-15 15:26:24.881000+00:00,LE07_013030_20110715,23.42,0.39623225512317817,0.8111111111111111,0.46755867130351786,23.23,9.0,,,,,24.38,24.38,,1.0,23.49,23.49,,1.0,23.65,23.65,,1.0,23.200000000000003,23.209999999999997,0.048989794855661954,6.0,,,,,,,,,,,,,,,,
62,1_2_1_LE07_013030_20110731,15237,12.0,1312125981534.0,1.0150966,88.7678415380134,135.8011344,58.69336407,15.518059452156304,31.40750822000001,24.126662537254248,23.902594348748785,22.79067980000002,23.902594348748785,24.27788048292789,3.2098704793634814,0.6811452160760512,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-31 15:26:21.534000+00:00,LE07_013030_20110731,24.055555555555557,0.11303883305208802,0.8111111111111111,0.46755867130351786,24.04,9.0,,,,,24.2,24.2,,1.0,24.18,24.18,,1.0,23.82,23.82,,1.0,24.04,24.05,0.0451663591625463,6.0,,,,,,,,,,,,,,,,
63,1_2_1_LE07_013030_20110901,14483,42.0,1314890775063.0,1.0092212,84.37518205651034,146.28126128,50.57603209,8.360861134651142,30.136004780000007,21.556079748304636,21.42512895727089,19.020603740000013,21.42512895727089,21.898825526046675,1.104918717987755,0.6998122814995557,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-09-01 15:26:15.063000+00:00,LE07_013030_20110901,21.517777777777777,0.24938814014392188,0.8111111111111111,0.46755867130351786,21.53,9.0,,,,,21.0,21.0,,1.0,21.97,21.97,,1.0,21.630000000000003,21.630000000000003,,1.0,21.5,21.51,0.04898979485566461,6.0,,,,,,,,,,,,,,,,
64,1_2_1_LE07_013030_20111104,12564,16.0,1320420378886.0,0.9917652,73.19545586950188,161.45083653,29.45775357,15.5280804392981,11.463361520000037,9.185917114995028,9.267091044663465,1.2674078600000485,8.913281512171345,9.609897180712794,-2.6810100348687853,0.6229848589265217,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-11-04 15:26:18.886000+00:00,LE07_013030_20111104,10.270000000000001,0.01788854381999853,1.5,0.0,10.265,6.0,,,,,,,,,,,,,,,,,,,,,10.265,10.27,0.01788854381999869,6.0,,,,,,,,,,,,
65,1_2_1_LE07_013030_20120615,14995,0.0,1339774039031.0,1.0158358,87.35799592193418,132.62309677,63.82087721,9.21250312430812,30.337667960000037,20.31237824780264,20.2911393100314,18.839448680000032,19.92673232187221,20.65027108642314,2.5081434977756745,0.9726302802725428,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-06-15 15:27:19.031000+00:00,LE07_013030_20120615,19.357,0.2215124777022225,0.82,0.42110964526276684,19.459999999999997,10.0,18.9,18.9,,1.0,19.37,19.37,,1.0,19.34,19.34,,1.0,19.02,19.02,,1.0,19.459999999999997,19.49,0.050199601592042946,6.0,,,,,,,,,,,,,,,,
66,1_2_1_LE07_013030_20120802,12365,23.0,1343921271683.0,1.014748,72.03612001165162,137.21638444,58.33457711,12.557583402730147,33.97444124000003,25.61353933068138,25.609229715573672,23.68961906000004,25.141298905084213,26.092272941137097,2.695531652541796,0.8188046830363982,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-08-02 15:27:51.683000+00:00,LE07_013030_20120802,23.907000000000004,0.391891424872871,0.82,0.42110964526276684,24.1,10.0,24.21,24.21,,1.0,23.16,23.16,,1.0,23.66,23.66,,1.0,23.3,23.3,,1.0,24.1,24.123333333333335,0.0665331997326651,6.0,,,,,,,,,,,,,,,,
67,1_2_1_LE07_013030_20120818,7678,36.0,1345303683843.0,1.0121038,44.7305563646956,142.40647683,54.52697828,25.115040951851984,33.28741922000006,25.08823709029025,25.037307072157727,17.311593740000035,25.037307072157727,25.43760844944858,1.6387116710762042,0.5683455705549438,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-08-18 15:28:03.843000+00:00,LE07_013030_20120818,24.284,0.239731331100278,0.82,0.42110964526276684,24.35,10.0,24.72,24.72,,1.0,24.02,24.02,,1.0,23.83,23.83,,1.0,24.16,24.16,,1.0,24.35,24.35166666666667,0.041190613817549813,6.0,,,,,,,,,,,,,,,,
68,1_2_1_LE07_013030_20120903,15355,1.0,1346686093974.0,1.0085604,89.45528692106029,147.98201552,49.95617242,18.03400678997733,27.12131113999999,21.638166187588663,21.51396176860892,20.753539880000005,21.49627073397384,21.863495612398157,3.204275914912597,0.540976205193548,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-03 15:28:13.974000+00:00,LE07_013030_20120903,22.331,0.22308194807190404,0.82,0.42110964526276684,22.41,10.0,22.34,22.34,,1.0,22.16,22.16,,1.0,21.97,21.97,,1.0,21.96,21.96,,1.0,22.5,22.48,0.05899152481501184,6.0,,,,,,,,,,,,,,,,
69,1_2_1_LE07_013030_20120919,14824,9.0,1348068501765.0,1.0043688,86.36178269734926,153.1829561,44.78675316,9.974924504037617,23.10171962000004,18.987102566144063,19.17717159426072,14.348170400000017,18.841754572749952,19.17717159426072,-0.3754241972172247,0.4530702679381047,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-19 15:28:21.765000+00:00,LE07_013030_20120919,19.255,0.2554842895800492,0.82,0.42110964526276684,19.259999999999994,10.0,19.87,19.87,,1.0,18.88,18.88,,1.0,19.34,19.34,,1.0,19.02,19.02,,1.0,19.259999999999994,19.239999999999995,0.030983866769656816,6.0,,,,,,,,,,,,,,,,
70,1_2_1_LE07_013030_20121005,14999,2.0,1349450911496.0,0.9998326,87.38129915525779,157.48461694,39.28645531,11.072910773001633,22.483058000000028,16.869698183505207,16.951896077270415,15.288125900000011,16.536510900774296,16.951896077270415,2.6310401681592026,0.6582839711779027,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-10-05 15:28:31.496000+00:00,LE07_013030_20121005,16.459999999999997,0.03286335345030927,0.5,0.0,16.46,6.0,,,,,,,,,,,,,,,,,16.46,16.459999999999997,0.03286335345030848,6.0,,,,,,,,,,,,,,,,
71,1_2_1_LE07_013030_20121106,15245,0.0,1352215723721.0,0.9910839,88.81444800466065,162.29822492,28.7801346,5.1082153698131005,10.99509278000005,9.416967175391331,9.464336612031104,3.0550323200000093,9.131476133206718,9.800545900910668,-2.0002260788912185,0.911577976087546,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-06 15:28:43.721000+00:00,LE07_013030_20121106,10.923333333333332,0.031411250638372815,1.5,0.0,10.915,6.0,,,,,,,,,,,,,,,,,,,,,10.915,10.923333333333334,0.03141125063837307,6.0,,,,,,,,,,,,
72,1_2_1_LE07_013030_20121122,15331,0.0,1353598132992.0,0.9875474,89.31546752111855,162.69163844,24.67119631,4.429749697086994,10.256800460000022,6.682018061857388,6.637933064017703,4.029168020000043,6.637933064017703,6.995901318978869,-0.0174989099002959,0.4604586568478059,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-22 15:28:52.992000+00:00,LE07_013030_20121122,7.848333333333333,0.013291601358251264,1.5,0.0,7.85,6.0,,,,,,,,,,,,,,,,,,,,,7.85,7.848333333333333,0.013291601358251455,6.0,,,,,,,,,,,,
73,1_2_1_LE07_013030_20130501,14876,0.0,1367422128413.0,1.0076833,86.66472473055636,143.24660547,57.49223022,2.636094413908598,31.376746040000057,12.645672954780473,12.64211056496177,8.185480340000026,11.540936273641844,13.73008998746143,0.9144327303097868,2.2235709124805454,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-01 15:28:48.413000+00:00,LE07_013030_20130501,9.451666666666668,0.12718752559377317,1.5,0.0,9.44,6.0,,,,,,,,,,,,,,,,,,,,,9.44,9.451666666666666,0.1271875255937723,6.0,,,,,,,,,,,,
74,1_2_1_LE07_013030_20130517,7915,34.0,1368804526020.0,1.0113929,46.11127293912031,139.53267734,61.25221336,3.5113094354428678,21.00647336000003,12.713520351414234,12.570214487157434,10.690889000000029,12.19777715485998,13.201582525990874,1.4991907626121206,1.0571146883681497,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-17 15:28:46.020000+00:00,LE07_013030_20130517,11.86,0.03286335345031024,0.5,0.0,11.86,6.0,,,,,,,,,,,,,,,,,11.86,11.86,0.03286335345031048,6.0,,,,,,,,,,,,,,,,
75,1_2_1_LE07_013030_20130602,14852,14.0,1370186916980.0,1.0142533,86.52490533061462,135.61134949,63.41863771,4.647086045183224,37.76502542000003,20.00274113618202,19.843620001570848,16.515195080000012,18.734255494203147,20.81778149947382,1.767962973484688,2.1139549363220103,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-06-02 15:28:36.980000+00:00,LE07_013030_20130602,16.901111111111113,1.5561446305247821,0.8111111111111112,0.46755867130351786,17.5,9.0,,,,,13.64,13.64,,1.0,14.88,14.88,,1.0,18.39,18.39,,1.0,17.53,17.533333333333335,0.08710147338976154,6.0,,,,,,,,,,,,,,,,
76,1_2_1_LE07_013030_20130720,12366,61.0,1374334094576.0,1.016124,72.04194581998252,134.04255941,60.86595567,1.2785521903067378,34.27864502,26.488290376906825,26.41798500646585,19.054783939999997,25.81964523407833,27.01423366399506,0.0476108897597397,1.428215537951569,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-07-20 15:28:14.576000+00:00,LE07_013030_20130720,26.386666666666667,0.5008492787256464,0.8111111111111112,0.46755867130351786,26.36,9.0,,,,,27.53,27.53,,1.0,25.57,25.57,,1.0,26.27,26.27,,1.0,26.36,26.35166666666667,0.048339080118126744,6.0,,,,,,,,,,,,,,,,
77,1_2_1_LE07_013030_20130805,14440,0.0,1375716488996.0,1.0143674,84.12467229828138,138.06841884,57.74016306,1.4433289383115395,26.62569824000002,21.97593157304154,21.7270341318474,17.790116539999985,21.398467865116743,22.31519515105856,0.764066286616602,0.6922548321783979,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-08-05 15:28:08.996000+00:00,LE07_013030_20130805,22.293333333333333,0.08500000000000062,0.8111111111111112,0.46755867130351786,22.279999999999998,9.0,,,,,22.33,22.33,,1.0,22.48,22.48,,1.0,22.15,22.15,,1.0,22.279999999999998,22.279999999999998,0.0,6.0,,,,,,,,,,,,,,,,
78,1_2_1_LE07_013030_20130821,15123,0.0,1377098895279.0,1.0115542,88.10369938829012,143.44258896,53.81480164,12.295552318357538,29.110598780000032,21.969880820125507,22.031874601063347,20.377557679999995,21.613200806364176,22.031874601063347,2.910310946204355,0.7897300000449706,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-08-21 15:28:15.279000+00:00,LE07_013030_20130821,22.006666666666668,0.3058594448435426,1.4777777777777779,0.04409585518440988,22.02,9.0,,,,,22.49,22.49,,1.0,21.31,21.31,,1.0,21.98,21.98,,1.0,22.04,22.046666666666667,0.06186005711819802,6.0,,,,,,,,,,,,,,,,
79,1_2_1_LE07_013030_20130906,15472,2.0,1378481307023.0,1.0078805,90.13690649577627,148.99936779,49.1201076,0.8187596274022595,24.42449336000004,20.13992156179277,20.51804693829692,15.001012220000009,19.84296755982529,20.83677365533959,-1.1879422164072309,1.0782879350215069,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-09-06 15:28:27.023000+00:00,LE07_013030_20130906,21.32,0.21505813167606516,1.4777777777777779,0.04409585518440988,21.439999999999998,9.0,,,,,20.99,20.99,,1.0,21.14,21.14,,1.0,20.99,20.99,,1.0,21.455,21.459999999999997,0.02097617696340324,6.0,,,,,,,,,,,,,,,,
80,1_2_1_LE07_013030_20131008,15382,1.0,1381246129372.0,0.9990453,89.61258374599475,158.17658584,38.34535341,7.499327967242447,19.18808672,15.6966158952345,15.628827683655826,13.244149940000057,15.61202329309029,15.950886461979591,0.2458896153467343,0.3906507292383615,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-10-08 15:28:49.372000+00:00,LE07_013030_20131008,16.236666666666668,0.062182527020592106,1.0,0.5477225575051661,16.235,6.0,,,,,,,,,,,,,,,,,16.235,16.236666666666668,0.062182527020592626,6.0,,,,,,,,,,,,,,,,
84,1_2_1_LE07_013030_20140707,14994,42.0,1404747025204.0,1.0166897,87.35217011360326,133.11453466,62.99630198,9.84850534589702,36.69860318000002,22.659798395283783,22.43641332020858,20.391229759999987,21.931224064083363,22.93740145233691,2.520872826821885,1.1884970905882204,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-07-07 15:30:25.204000+00:00,LE07_013030_20140707,21.360999999999997,0.2874582095230926,1.45,0.09718253158075503,21.474999999999998,10.0,21.26,21.26,,1.0,21.33,21.33,,1.0,20.66,20.66,,1.0,21.15,21.15,,1.0,21.535,21.535,0.05468089245797065,6.0,,,,,,,,,,,,,,,,
85,1_2_1_LE07_013030_20140723,8059,33.0,1406129428429.0,1.0159039,46.95018933877076,135.53272044,60.68943833,11.335215518363746,38.94082430000003,25.13841851752986,25.176747247531168,22.41469760000001,24.621174000713427,25.71976784840708,2.2873765003312867,1.2228824014587387,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-07-23 15:30:28.429000+00:00,LE07_013030_20140723,24.117,0.5230264492993325,1.45,0.09718253158075503,24.185000000000002,10.0,25.17,25.17,,1.0,23.16,23.16,,1.0,23.49,23.49,,1.0,24.18,24.18,,1.0,24.195,24.195000000000004,0.02738612787525893,6.0,,,,,,,,,,,,,,,,
86,1_2_1_LE07_013030_20140808,13547,13.0,1407511833104.0,1.0139557,78.9222254587824,139.87010269,57.40529035,5.928716776793474,28.65942014000001,23.00237875771937,22.76735701294095,20.31603332000003,22.76735701294095,23.16888149980765,1.907487546406472,0.6436560511069596,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-08-08 15:30:33.104000+00:00,LE07_013030_20140808,22.738999999999997,0.27778688873947055,1.05,0.4813176359397884,22.82,10.0,22.59,22.59,,1.0,22.66,22.66,,1.0,22.14,22.14,,1.0,22.48,22.48,,1.0,22.919999999999995,22.919999999999998,0.09338094023942987,6.0,,,,,,,,,,,,,,,,
87,1_2_1_LE07_013030_20140824,6726,14.0,1408894230714.0,1.0109793,39.18438683367317,145.19359718,53.27072912,6.628677531267098,27.73997276,22.352328810465583,22.40442463985786,20.175894500000027,21.96643952568541,22.84112915455989,1.8025777234919629,0.7568346435978471,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-08-24 15:30:30.714000+00:00,LE07_013030_20140824,20.788000000000004,0.39810104803233665,1.05,0.4813176359397884,20.97,10.0,20.6,20.6,,1.0,20.02,20.02,,1.0,20.82,20.82,,1.0,20.17,20.17,,1.0,21.055,21.045,0.06625707509391254,6.0,,,,,,,,,,,,,,,,
88,1_2_1_LE07_013030_20141027,4958,40.0,1414423860161.0,0.9937933,28.88435770463152,161.97132063,32.13336148,7.176335303033746,14.382350599999995,11.692043987566889,11.902112067248307,6.883214720000012,11.540186927114224,11.902112067248307,-1.9893426276370971,0.6423911546143197,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-10-27 15:31:00.161000+00:00,LE07_013030_20141027,12.57,0.1038160766826492,1.5,0.0,12.504999999999999,10.0,,,,,,,,,,,,,,,,,12.69,12.69,0.0,4.0,12.49,12.49,0.014142135623730423,6.0,,,,,,,,,,,,
