system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_max,surface_temp_mean,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,zscore_max,zscore_mean,zscore_min,.geo
1_1_2_1_LT05_013030_19850901,138.26797,5.0,47.822216,0.981,1.0090483,31291.6266353125,494434941291,1.0,23640,21.077669884871106,16.855599503894695,14.253291068723769,0.6461897141402668,42.17778396606445,31291.75,494445600000,1.170001220703125,6.533793851227934,-1.8227490612479074E-12,-4.027158554563512,
1_1_2_1_LT05_013030_19850917,143.90114,6.0,43.06969,0.981,1.0049189,31307.626485729168,495817328367,0.9996615905245347,23632,18.39470840238461,15.181497076302822,12.839674685214792,0.3904993798276851,46.9303092956543,31307.75,495828000000,1.6,8.228467168116051,-2.146144029884123E-13,-5.99699388030117,
1_1_2_1_LT05_013030_19851120,155.80006,36.0,23.41129,0.981,0.9879325,31371.625920659724,501346879545,0.9464890016920474,22375,13.311428879032086,8.982424685178497,7.996818104366373,0.7542370541109216,66.58871078491211,31371.75,501357600000,2.3600006103515625,5.739580374974451,3.5714573380056585E-12,-1.3067596923807148,
1_1_2_1_LT05_013030_19860515,128.12862,41.0,56.60322,0.981,1.0109715,31547.623305428242,516553053589,1.0,23640,19.295800493579225,10.003585793290807,3.9660490288868164,1.5037658950379755,33.39677810668945,31547.5,516542400000,1.4799987792968752,6.179296079895306,-6.06681372939186E-13,-4.014944602963961,
1_1_2_1_LT05_013030_19861022,150.39049,4.0,30.897781,0.981,0.9950896,31707.61961,530376734304,0.9994500846023688,23627,9.473174442579916,7.118244564427279,4.988592923126983,0.6823108551336147,59.10221862792969,31707.5,530366400000,1.220001220703125,3.451403213703055,-2.1443231600429207E-12,-3.1212337093526865,
1_1_2_1_LT05_013030_19861123,153.4201,72.0,22.016676,0.981,0.9874027,31739.61879398148,533141463800,0.6836717428087986,16162,1.3655317151783912,-3.7297793393786516,-11.564980250574168,2.2733737002964896,67.98332405090332,31739.5,533131200000,1.1,2.241299375413959,-1.1913036429897912E-13,-3.4465081170656906,
1_1_2_1_LT05_013030_19870502,131.299,17.0,53.553524,0.981,1.0078675,31899.622471620372,546965781548,1.0,23640,15.6494316939705,6.131628266383588,4.988791372813287,1.354621890865296,36.446475982666016,31899.5,546955200000,0.55,7.026169805588477,3.0657244788845066E-13,-0.8436574820448884,
1_1_1_1_LT04_013030_19870526,123.58484709,38.0,57.46879674,0.981,1.0130782,31923.619376226852,5.49039114106E11,1.0,23640,26.585878627998405,17.1204850268346,15.479453753668004,1.0597826951523703,32.53120326,31923.5,549028800000,1.379998779296875,8.931447592473583,-3.999946582222577E-13,-1.5484601519471475,
1_1_2_1_LT05_013030_19870705,121.050354,16.0,58.560978,0.981,1.016714,31963.623527060186,552495472738,1.0,23640,22.84269902692823,17.326459066266843,16.571756042768303,0.6219075749725005,31.439022064208984,31963.5,552484800000,2.0500000000000003,8.869870994745972,-1.327031199302965E-12,-1.2135292346807494,
1_1_2_1_LT05_013030_19870806,127.85028,17.0,53.814022,0.981,1.0142733,31995.624085983796,555260321029,1.0,23640,23.705352260977442,18.41036322248497,17.486123770849844,0.3144727857446088,36.185977935791016,31995.5,555249600000,1.2299987792968752,16.837670153094468,-1.9593546321483243E-11,-2.9390125108813883,
1_1_2_1_LT05_013030_19871009,149.84749,9.0,35.99112,0.981,0.9988292,32059.625176574074,560790015256,1.0,23640,10.44513242412734,9.414693085847043,6.001136601535573,0.5882281331475576,54.008880615234375,32059.75,560800800000,1.4600006103515626,1.751768200487974,2.090383008398082E-12,-5.803116668435809,
1_1_2_1_LT05_013030_19871025,153.29037,34.0,30.828316,0.981,0.994327,32075.62535079861,562172430309,0.961590524534687,22732,9.473479021742826,8.291224335479225,2.4136359223772974,0.7564101942678724,59.17168426513672,32075.75,562183200000,0.8,1.5629809000761847,2.7442573586344344E-13,-7.770371760775688,
1_1_2_1_LT05_013030_19880605,125.075615,26.0,60.112915,0.981,1.0147527,32299.627368541667,581526204642,1.0,23640,19.74732261719309,12.853474305156896,11.407508728800138,0.9217361137794848,29.8870849609375,32299.75,581536800000,2.2600006103515624,7.479199533333539,1.7731284276738575E-12,-1.5687413726556974,
1_1_2_1_LT05_013030_19880621,122.86057,12.0,60.245888,0.981,1.0163172,32315.627430590277,582908610003,0.9962774957698816,23552,18.847041977666837,13.15211868069041,10.444397866419843,0.8261295638534972,29.754112243652344,32315.75,582919200000,1.8899993896484375,6.893498969353363,-5.544506131101225E-13,-3.27759825182911,
1_1_2_1_LT05_013030_19880723,125.68539,32.0,56.900433,0.981,1.0158482,32347.627514131942,585673417221,0.6096023688663282,14411,21.086124896522534,15.315918880268201,2.933170099802305,2.4161793435481336,33.09956741333008,32347.75,585684000000,2.5,2.3881530283181904,-9.484245430393017E-14,-5.124929493967928,
1_1_2_1_LT05_013030_19880909,141.6893,38.0,45.592377,0.981,1.0069937,32395.627551331017,589820620435,0.996912013536379,23567,18.847934602686934,15.687387844775765,6.000286239485549,0.5775295653621667,44.407623291015625,32395.75,589831200000,2.169999694824219,5.472528070366755,5.255218813643829E-13,-16.77334319536606,
1_1_2_1_LT05_013030_19880925,147.02399,7.0,40.599907,0.981,1.0026268,32411.62747385417,591203013741,1.0,23640,17.029388990046655,14.028610421900936,12.365347935369433,0.31465297924295177,49.40009307861328,32411.75,591213600000,0.8899993896484375,9.536787401045835,-1.4203307801691428E-11,-5.286021732682386,
1_1_2_2_LT05_013030_19881011,151.37200786,76.0,35.34130779,0.981,0.9980436,32427.627407627315,5.92585408019E11,0.35,8274,11.409428962031768,7.647614772043996,0.30660527063652093,1.8357733228377795,54.65869221,32427.75,592596000000,1.1200012207031251,2.049171399970382,-1.3312516110480893E-14,-3.9988648980145207,
1_1_2_1_LT05_013030_19881027,154.42392,3.0,30.15958,0.981,0.9935882,32443.627395798612,593967806997,1.0,23640,8.4926378302097,7.265359719012371,4.4787277066753175,0.4214599848479409,59.84041976928711,32443.75,593978400000,0.8600006103515625,2.911968289564004,3.0994287959383186E-12,-6.611854298202108,
1_1_2_1_LT05_013030_19881112,156.05571,10.0,25.501045,0.981,0.989604,32459.62742542824,595350209557,1.0,23640,5.496380679969116,4.579325970533581,-0.7634514250124915,0.9061403267289848,64.49895477294922,32459.75,595360800000,0.570001220703125,1.0120449144405137,-1.5727537351769116E-12,-5.896192055410013,
1_1_2_1_LT05_013030_19890507,131.59631,36.0,55.57476,0.981,1.009219,32635.62611375,610556496228,0.8435279187817258,19941,13.784095590509152,6.917285049116517,3.4511876540987068,1.1884015904663887,34.42523956298828,32635.75,610567200000,1.25,5.778190299036669,4.703754028863054E-13,-2.916604473457107,
1_1_1_1_LT04_013030_19890819,134.84670457,26.0,51.73901843,0.981,1.0119189,32739.62941898148,6.195423818E11,0.9452199661590525,22345,24.531503304757436,19.328136564505073,13.67390369628725,1.173749109695576,38.26098157,32739.75,619552800000,1.8399993896484377,4.433116666305212,-2.9822659908179964E-12,-4.817241454337977,
1_1_2_1_LT05_013030_19890827,135.41357,2.0,48.755035,0.981,1.0102283,32747.624550416665,620233161156,1.0,23640,19.29460348861157,16.092895108995126,14.253349554360385,0.31327638621732873,41.244964599609375,32747.5,620222400000,0.9799987792968751,10.220075691869507,-4.583816003459815E-12,-5.871957273404565,
1_1_2_1_LT05_013030_19890928,146.28783,0.0,39.161983,0.981,1.0018597,32779.624037546295,622997916844,1.0,23640,14.720550988848238,13.382274363170858,10.445402183003091,0.5238005580577408,50.838016510009766,32779.5,622987200000,1.2399993896484376,2.554935471317036,-3.1297542158108874E-12,-5.606851949638476,
1_1_2_1_LT05_013030_19891014,150.41113,27.0,33.918423,0.981,0.9972737,32795.62367177084,624380285241,0.9993231810490694,23624,13.313254308454244,9.289804026164505,5.496357849175119,1.5636285095614533,56.08157730102539,32795.5,624369600000,0.720001220703125,2.573149733256133,1.303843281481777E-13,-2.426053345659017,
1_1_2_1_LT05_013030_19891030,153.21915,36.0,28.814333,0.981,0.9928742,32811.62335378472,625762657767,0.9967005076142132,23562,10.928557899091652,7.2720177406873905,4.98867990450941,0.5285408370043024,61.18566703796387,32811.5,625752000000,1.029998779296875,6.9181790741639455,5.8054890738499E-12,-4.320078367302003,
1_1_2_1_LT05_013030_19900526,123.88787,41.0,57.665363,0.981,1.0131161,33019.62018670139,643733584131,0.9607445008460237,22712,17.940557110250793,9.696877832862574,-0.22699494606582016,2.897898378463637,32.33463668823242,33019.5,643723200000,0.929998779296875,2.844709579415523,-2.0834738472540552E-13,-3.424506826284806,
1_1_2_1_LT05_013030_19900627,119.1698,52.0,58.325863,0.981,1.01658,33051.620179398145,646498383500,1.0,23640,24.587257043771526,18.85954382941264,17.943222687006582,0.5752230889675441,31.674137115478516,33051.5,646488000000,2.4899993896484376,9.957377101533664,7.514080085652717E-12,-1.5929839395889758,
1_1_1_1_LT04_013030_19900721,124.58599166,39.0,57.04765729,0.981,1.0160593,33075.62649188658,6.48572528899E11,0.7666666666666667,18124,22.436508363350793,17.566079509967608,11.8392019220219,1.412071784600819,32.95234271,33075.75,648583200000,1.8700012207031251,3.4491368686047466,3.118660891676121E-13,-4.055656129100157,
1_1_2_1_LT05_013030_19900729,123.59948,13.0,54.341515,0.981,1.0152917,33083.62010068287,649263176699,0.9444162436548224,22326,25.011082580028784,20.302145633468374,16.571781114362306,0.5610662760480332,35.658485412597656,33083.5,649252800000,2.1100006103515625,8.39283547699323,-5.0861779268089245E-12,-6.6487056491463585,
1_1_2_1_LT05_013030_19900830,134.40009,5.0,47.202232,0.981,1.0096002,33115.619964895835,652027964967,1.0,23640,21.07807924067458,18.66846386731963,16.571397681197187,0.327705913174024,42.797767639160156,33115.5,652017600000,1.270001220703125,7.35298106163667,-2.0772496050889728E-11,-6.399232060877778,
1_1_2_1_LT05_013030_19901001,145.39522,4.0,37.68611,0.981,1.001076,33147.61980625,654792751260,0.897673434856176,21221,14.720430869635244,12.441266906763548,3.4513047243612336,1.2785770604982423,52.31388854980469,33147.5,654782400000,0.25,1.7825784876693624,1.4683182259610479E-12,-7.031224366640101,
1_1_2_1_LT05_013030_19901017,149.48227,27.0,32.521004,0.981,0.9964974,33163.61975449074,656175146788,0.9675126903553299,22872,12.364793457238175,10.921400305715403,6.503820394000087,0.7436284598246886,57.47899627685547,33163.5,656164800000,1.529998779296875,1.9410138657993985,3.807889370996875E-12,-5.940574023695605,
1_1_2_1_LT05_013030_19901118,153.50162,52.0,23.203106,0.981,0.9884149,33195.61969028935,658939941241,0.5552453468697124,13126,3.9663004164308426,1.8873874066293868,-5.726799121391809,2.1035743254022856,66.79689407348633,33195.5,658929600000,0.55,0.9882764705277938,-6.978749363179873E-14,-3.61964226130449,
1_1_2_1_LT05_013030_19910513,128.063,0.0,55.927387,0.981,1.0104688,33371.621738877315,674146518239,1.0,23640,22.398327374899715,12.333984809071067,10.445433404037281,1.413297883501124,34.07261276245117,33371.5,674136000000,1.2100006103515626,7.121175714844013,5.185062729674357E-13,-1.3362727186397032,
1_1_2_1_LT05_013030_19910716,121.690994,1.0,56.92722,0.981,1.0164092,33435.62236876157,679676172661,0.9919627749576988,23450,26.284043224446172,18.648777781530278,14.720418522227522,0.7153197112713716,33.07278060913086,33435.5,679665600000,1.529998779296875,10.673920098392614,1.5753641344327638E-12,-5.491753124376646,
1_1_2_1_LT05_013030_19910902,136.65915,0.0,46.960934,0.981,1.0089507,33483.62267664352,683823399262,1.0,23640,19.295975200038423,17.156593431260703,14.253068677297213,0.4853730992383859,43.039066314697266,33483.5,683812800000,1.5399993896484376,4.407705684832331,6.9396563197750695E-12,-5.9820471272913585,
1_1_2_1_LT05_013030_19910918,142.43198,69.0,42.30195,0.981,1.0048085,33499.62280859954,685205810663,0.9361252115059222,22130,15.64959386348107,10.40158834798412,3.4511416382286586,2.250556824961614,47.69805145263672,33499.5,685195200000,1.3899993896484375,2.3318698098575936,-1.0300451590579476E-13,-3.088323135264096,
1_1_2_1_LT05_013030_19911004,147.45326,7.0,37.2426,0.981,1.0002896,33515.62284049769,686588213419,0.9872673434856176,23339,15.649593685850261,12.858858624136262,9.96030904907331,0.4123092019352722,52.75740051269531,33515.5,686577600000,1.25,6.768549061274922,4.056775963731496E-12,-7.030038528021967,
1_1_2_1_LT05_013030_19911105,153.78296,43.0,27.148352,0.981,0.9914724,33547.62295592592,689353023392,0.9436548223350254,22308,7.004854040013088,4.272474454132474,-5.726852822382279,1.8682098127608275,62.85164833068848,33547.5,689342400000,0.679998779296875,1.462565696431453,3.8594466070737525E-13,-5.352357753510466,
1_1_2_1_LT05_013030_19920515,127.69632,35.0,56.59145,0.981,1.0110645,33739.622629108795,705941795155,0.9112944162436548,21543,16.111219310936466,8.475456482670584,4.988757319087023,1.1103914203380842,33.40855026245117,33739.5,705931200000,0.779998779296875,6.876640694811023,-1.1464011984599704E-12,-3.1400631342431975,
1_1_2_1_LT05_013030_19920616,120.823975,1.0,59.194176,0.981,1.0159444,33771.622378217595,708706573478,1.0,23640,22.39784620939199,16.503353421934374,15.649583904150887,0.557863886493649,30.805824279785156,33771.5,708696000000,1.1200012207031251,10.566184566106916,-2.277941634117161E-12,-1.5304262176741685,
1_1_2_1_LT05_013030_19920819,131.33168,64.0,50.182384,0.981,1.0118822,33835.62179027778,714236122680,0.772419627749577,18260,19.29850526921411,14.799249498097147,10.926577745249578,0.6501798240660497,39.8176155090332,33835.5,714225600000,2.2399993896484376,6.920017516046298,-1.042788392382357E-12,-5.956308715685643,
1_1_2_1_LT05_013030_19920920,142.7472,1.0,41.230972,0.981,1.0040522,33867.621452754625,717000893518,1.0,23640,16.5716298402817,14.7515630109884,10.927624482758283,0.4456937857792718,48.76902770996094,33867.5,716990400000,1.7600006103515626,4.083671092947844,-8.182383766507472E-12,-8.579743874023652,
1_1_2_1_LT05_013030_19921006,147.50925,0.0,36.108112,0.981,0.9995016,33883.62116765046,718383268885,0.9999153976311337,23638,11.409394203718566,10.594661034594791,7.004618931250484,0.6360925451234912,53.89188766479492,33883.5,718372800000,1.1600006103515625,1.2808406188215935,-6.225083656062976E-13,-5.643899037752967,
1_1_2_1_LT05_013030_19921022,151.0869,62.0,30.925812,0.981,0.9949683,33899.621063969906,719765659927,0.6036802030456853,14271,8.492575459537731,7.340299246638789,-6.2946163358366976,1.3412976091454942,59.074188232421875,33899.5,719755200000,0.970001220703125,0.8590757226750197,-7.870192321450544E-13,-10.165466254101457,
1_1_2_1_LT05_013030_19921107,153.25523,53.0,26.098253,0.981,0.9907989,33915.62087238426,721148043374,0.5596869712351946,13231,5.496386210112314,1.586370093654371,-6.294225326757131,3.0047691638842293,63.90174674987793,33915.5,721137600000,0.429998779296875,1.3012700487792255,-4.4363463879760604E-14,-2.6226957847984402,
1_1_2_1_LT05_013030_19930502,130.7667,0.0,53.525616,0.981,1.0079772,34091.62176577546,736354520563,1.0,23640,17.940459682439933,6.778453353375653,4.478732363362983,1.687474798552346,36.47438430786133,34091.5,736344000000,0.8399993896484376,6.614621053090667,5.678120851802493E-13,-1.3628179762954438,
1_1_2_1_LT05_013030_19930603,122.78166,10.0,58.762283,0.981,1.0144279,34123.62183099537,739119326198,0.6837986463620981,16165,19.742732553140648,10.275811104309726,0.30660549288430383,1.4434342610734443,31.237716674804688,34123.5,739108800000,1.029998779296875,6.5586093555730205,9.299511507263948E-14,-6.906587906546977,
1_1_2_1_LT05_013030_19930705,120.190025,3.0,58.052193,0.981,1.0167103,34155.621730405095,741884117507,1.0,23640,25.4477654554415,17.921933061131117,16.571920260064537,0.7371345156426284,31.94780731201172,34155.5,741873600000,2.4600006103515626,10.209578081891086,4.550902864564639E-12,-1.8314334391052745,
1_1_2_1_LT05_013030_19930721,122.5102,34.0,56.023285,0.981,1.016044,34171.621737141206,743266518089,0.36763959390862944,8691,20.637053566125903,16.733172015992963,8.98310393411312,1.1177980452873473,33.976715087890625,34171.5,743256000000,1.770001220703125,3.492474840685007,-7.546582420936417E-13,-6.933334795631683,
1_1_2_1_LT05_013030_19930806,126.83994,26.0,53.15796,0.981,1.0142056,34187.621736597226,744648918042,0.9694162436548224,22917,22.4022947233398,14.636539695042359,9.472395656857621,1.5956546229665183,36.842041015625,34187.5,744638400000,1.770001220703125,4.866814482610245,1.1740229050931814E-12,-3.2363795798015227,
1_1_2_1_LT05_013030_19930907,138.27988,84.0,45.262638,0.981,1.0075935,34219.62170112268,747413714977,0.43921319796954317,10383,12.364133838677205,10.19726705238741,5.49552259710414,1.144044900597636,44.737361907958984,34219.5,747403200000,1.9399993896484375,1.8940399849322769,-3.059237132238748E-13,-4.109755179038106,
1_1_2_1_LT05_013030_19931025,151.83081,22.0,30.152409,0.981,0.9942191,34267.62154287037,751560901304,0.9412013536379019,22250,10.928737988547311,8.502208293730558,2.933767344118116,0.6864639841827018,59.847591400146484,34267.5,751550400000,0.570001220703125,3.5348244783821534,4.738683807841791E-13,-8.111774365325488,
1_1_2_1_LT05_013030_19931110,153.78401,1.0,25.450096,0.981,0.9901459,34283.62145925926,752943294080,0.9998730964467005,23637,6.504205342677451,4.99209751000519,1.8908934858217212,0.6192289970958752,64.5499038696289,34283.5,752932800000,1.0600006103515625,2.441920258521325,-1.7294052337835414E-12,-5.008169899548987,
1_1_2_1_LT05_013030_19931126,154.30458,61.0,21.62278,0.981,0.9868154,34299.62139663195,754325688669,0.9994500846023688,23627,2.4136380402753197,0.8493027064667382,-5.162752171450454,1.0673023760074039,68.3772201538086,34299.5,754315200000,0.770001220703125,1.4656908566628448,7.712615109910022E-14,-5.632944339922923,
1_1_2_1_LT05_013030_19940521,124.83554,1.0,56.869415,0.981,1.0121814,34475.61965320602,769531938037,1.0,23640,21.522660379821044,11.151103296846834,9.472413663309855,1.5458183779472854,33.130584716796875,34475.5,769521600000,1.7600006103515626,6.709427983866223,3.917362572102224E-13,-1.0859552826420242,
1_1_2_1_LT05_013030_19940622,118.874016,5.0,58.321655,0.981,1.016339,34507.6192028588,772296699127,0.9993654822335025,23625,21.523367081658137,17.72579319944686,15.649515907713823,0.6768411149506943,31.6783447265625,34507.5,772286400000,1.8600006103515625,5.610731674431331,6.13182099633275E-12,-3.067599242821242,
1_1_2_1_LT05_013030_19940825,131.66771,10.0,48.09747,0.981,1.0107361,34571.618031527774,777826197924,1.0,23640,22.844199494285508,18.054990821491106,17.487314804841628,0.34123640774479586,41.902530670166016,34571.5,777816000000,2.1800003051757812,14.034870148955966,-1.8234216558469726E-11,-1.6635857246335588,
1_1_2_1_LT05_013030_19940910,137.48346,6.0,43.734997,0.981,1.0068885,34587.61774851852,779208573472,0.7643824027072758,18070,15.649579030952554,13.386594315127901,4.988659371648382,1.3028362776172835,46.2650032043457,34587.5,779198400000,1.079998779296875,1.7369678406279523,-3.1017727017734183E-13,-6.445886630389384,
1_1_2_1_LT05_013030_19941012,147.28322,0.0,33.73943,0.981,0.9979294,34619.61711619213,781973318839,1.0,23640,11.40954427581171,9.74512099877601,6.504259342673645,0.4793546437420867,56.26057052612305,34619.5,781963200000,0.9600006103515626,3.4722168623263223,4.1758331453842795E-12,-6.760885074154172,
1_1_2_1_LT05_013030_19941028,150.42772,1.0,28.678778,0.981,0.9934823,34635.6167430787,783355686602,1.0,23640,9.96057335964484,9.056597767737406,7.004757397174679,0.333384237686697,61.32122230529785,34635.5,783345600000,0.9399993896484375,2.711512692321582,-7.965759331883314E-12,-6.154581226755466,
1_1_2_1_LT05_013030_19941113,152.14359,45.0,24.087608,0.981,0.9895147,34651.61635582176,784738053143,0.9998730964467005,23637,7.502900245874147,6.591473547523973,3.9662127215242897,0.39270782741057886,65.91239166259766,34651.5,784728000000,1.0600006103515625,2.3208773412027526,5.631472936562249E-12,-6.685022917190175,
1_1_2_1_LT05_013030_19941129,152.43286,54.0,20.439613,0.981,0.9863404,34667.615990983795,786120421621,0.9883248730964467,23364,3.966289631947502,2.8523636094235916,-0.7634520060397304,0.5169844337150635,69.56038665771484,34667.5,786110400000,0.679998779296875,2.1546606626416374,-6.49245874133859E-14,-6.994051231832993,
1_1_2_1_LT05_013030_19950508,124.65962,11.0,52.721237,0.981,1.0093126,34827.61166737269,799944048061,0.5917089678510998,13988,13.784162460697006,4.939354321329007,0.8374365324579377,1.0497077410259679,37.27876281738281,34827.5,799934400000,1.129998779296875,8.425972100313581,-1.1413154421565517E-13,-3.9076760402489925,
1_1_2_1_LT05_013030_19950828,128.41623,16.0,45.388153,0.981,1.010127,34939.608121412035,809620541690,0.4811336717428088,11374,11.888504919226254,8.262130164718467,0.8374415758004442,1.9053816708308797,44.611846923828125,34939.5,809611200000,0.779998779296875,1.9032274793146473,9.025218616226709E-14,-3.896693613978316,
1_1_2_1_LT05_013030_19950929,139.45737,20.0,36.2753,0.981,1.0017332,34971.60702517361,812385246975,1.0,23640,12.840312839564522,9.061659687995215,2.933767344118116,1.2938012597364026,53.724700927734375,34971.5,812376000000,0.570001220703125,2.920582371622644,2.335186554566799E-13,-4.736347485954364,
1_1_2_1_LT05_013030_19951116,148.82935,26.0,22.097536,0.981,0.9889071,35019.60583689815,816532344308,0.9753807106598985,23058,5.49638491552063,3.60418306105381,-8.01733012298357,0.9568087143761229,67.90246391296387,35019.5,816523200000,0.5100006103515625,1.9776177056462225,-8.309054181875173E-13,-12.146119709638164,
1_1_2_1_LT05_013030_19960526,121.14813,1.0,56.500698,0.981,1.0131915,35211.614319837965,833121877234,0.9934010152284264,23484,17.940274189657988,10.72872908736554,4.988780943345107,0.8959951267115858,33.49930191040039,35211.5,833112000000,0.65,8.048643220593979,1.0648340140040455E-12,-6.406226968093857,
1_1_2_1_LT05_013030_19960729,122.43227,8.0,53.623936,0.981,1.0152385,35275.61670560185,838651683364,0.303087986463621,7165,19.745083274017965,9.146481152359268,1.3654849794704065,3.5435232030962642,36.37606430053711,35275.5,838641600000,1.770001220703125,2.99097861484238,1.3068968991508794E-13,-2.195836100661052,
1_1_2_1_LT05_013030_19960814,127.758896,5.0,50.562798,0.981,1.0128423,35291.61728443287,840034133375,0.9975042301184434,23581,24.14104371283993,18.821001145417842,17.02988976643787,0.4452998443583327,39.43720245361328,35291.5,840024000000,1.55,11.9471017895552,-2.9337233951956163E-12,-4.02225916238737,
1_1_2_1_LT05_013030_19960830,133.88602,0.0,46.790104,0.981,1.0094954,35307.617884756946,841416585243,1.0,23640,21.958463914831036,17.519886841783244,13.784236479361203,0.9066112349825528,43.209896087646484,35307.5,841406400000,0.929998779296875,4.8957887369807525,1.4912267856383029E-12,-4.120454521495017,
1_1_2_1_LT05_013030_19960915,140.00598,47.0,42.37765,0.981,1.0054336,35323.61849591435,842799038047,0.9208121827411168,21768,18.847012212331123,14.923096764655867,8.491449687102588,0.823844546889174,47.62234878540039,35323.5,842788800000,1.879998779296875,4.762931869236628,2.7358894244190183E-12,-7.8068697569694345,
1_1_2_1_LT05_013030_19961001,145.44713,17.0,37.500668,0.981,1.0009491,35339.61909150463,844181489506,1.0,23640,14.720157478253856,11.986058665370495,10.444418065588726,0.33680248766770415,52.499332427978516,35339.5,844171200000,1.879998779296875,8.117810624905113,-1.0593078097827062E-11,-4.577283886640353,
